Mx,My,Mz,M_mag,km,label
15.93384,70.2771,19.35181,74.61401069391526,0,Closed
15.9082,70.32959,19.3396,74.65482023933953,0,Closed
15.91431,70.40649,19.21387,74.69613040360994,0,Closed
15.89478,70.47241,19.11133,74.72782304353179,0,Closed
15.92896,70.54565,18.99902,74.77555256609274,0,Closed
15.89355,70.53345,18.94531,74.74287438613196,0,Closed
15.94727,70.57129,18.87939,74.77334925953966,0,Closed
16.00952,70.55664,18.97583,74.79723459399351,0,Closed
16.04126,70.60791,19.00269,74.85920921430976,0,Closed
16.09741,70.57373,19.01978,74.84336982037487,0,Closed
16.1084,70.58105,19.00513,74.84891539614586,0,Closed
16.08887,70.55176,18.86353,74.78124992961405,0,Closed
16.12183,70.58105,18.89282,74.82336980652369,0,Closed
16.12183,70.60303,19.104,74.89769064350249,0,Closed
16.08521,70.61035,19.10034,74.89578423370838,0,Closed
16.05225,70.64331,18.98804,74.89123874566504,0,Closed
15.98389,70.60425,18.96973,74.83512219451171,0,Closed
15.92407,70.64941,18.96362,74.86343581627416,0,Closed
15.93872,70.58838,18.84644,74.77934532299945,0,Closed
15.86426,70.5603,18.73413,74.70875657039474,0,Closed
15.82153,70.50537,18.70728,74.64107672974848,0,Closed
15.78613,70.47974,18.79639,74.63176219195552,0,Closed
15.69336,70.35889,18.80249,74.49958778625422,0,Closed
15.68726,70.29907,18.67798,74.41045831099888,0,Closed
15.6897,70.20996,18.78296,74.35324307421432,0,Closed
15.71899,70.17578,18.92334,74.36275641733636,0,Closed
15.75073,70.16968,18.87939,74.35254436539074,0,Closed
15.75928,70.03174,18.90747,74.23134065438197,1,Open
15.71655,69.96582,18.97217,74.17660781327089,1,Open
15.75806,69.93286,18.98315,74.15713955288257,1,Open
15.74951,69.93042,18.95264,74.1452174424359,1,Open
15.81177,69.91455,18.95508,74.14412606566889,1,Open
15.83374,69.95483,19.04175,74.20898736527133,1,Open
15.79346,70.00977,19.09912,74.2669351663235,0,Closed
15.73608,70.11719,18.96362,74.32135245517871,0,Closed
15.71167,70.16724,18.84521,74.33330399861559,0,Closed
15.7605,70.22339,18.92822,74.41770875074359,0,Closed
15.802,70.24902,18.91846,74.44821115199478,0,Closed
15.80078,70.28564,18.95996,74.49305955603919,0,Closed
15.82397,70.3479,18.90869,74.54370274199557,0,Closed
15.88379,70.38574,18.89771,74.58934658083417,0,Closed
15.85083,70.42358,18.93066,74.62639827662126,0,Closed
15.85205,70.44434,18.86475,74.62956062982416,0,Closed
15.88867,70.46387,18.83423,74.64807451929822,0,Closed
15.98022,70.45654,18.88062,74.6724130559901,0,Closed
16.06201,70.49805,18.86719,74.72572567421946,0,Closed
16.0144,70.49194,18.79395,74.69127906875138,0,Closed
15.93506,70.60181,18.71826,74.7590460740859,0,Closed
15.9082,70.64087,18.62793,74.76766090818812,0,Closed
15.83984,70.63354,18.74878,74.77642847612876,0,Closed
15.84839,70.68726,18.79028,74.83939346612918,0,Closed
15.83252,70.67383,18.69385,74.79919093306958,0,Closed
15.86304,70.64209,18.73901,74.78697355415447,0,Closed
15.82397,70.59204,18.72681,74.7283584103023,0,Closed
15.81787,70.51392,18.7793,74.66645855799844,0,Closed
15.75073,70.42114,18.80249,74.57047729921406,0,Closed
15.68726,70.42358,18.74512,74.54495469271144,0,Closed
15.79468,70.37231,18.71704,74.51215684302863,0,Closed
15.79346,70.36987,18.67554,74.49917970608871,0,Closed
15.8313,70.41138,18.64014,74.53755638880308,0,Closed
15.7666,70.35522,18.69873,74.48546945828629,0,Closed
15.78979,70.39673,18.83057,74.56277509227981,0,Closed
15.76782,70.36621,18.68408,74.49243252010837,0,Closed
15.81665,70.38696,18.65967,74.5162656053898,0,Closed
15.71533,70.40283,18.63403,74.5034035669425,0,Closed
15.69824,70.38818,18.65723,74.49176366607855,0,Closed
15.70435,70.33691,18.6792,74.45011772932666,0,Closed
15.64697,70.31982,18.77808,74.44676650802035,0,Closed
15.6665,70.24658,18.80859,74.38940974180733,0,Closed
15.67871,70.1416,18.78174,74.28606703313685,0,Closed
15.69336,70.11719,18.66211,74.23594972274417,1,Open
15.68115,70.03174,18.66333,74.15296999742492,1,Open
15.58716,70.05493,18.66089,74.15444416730935,1,Open
15.5603,70.00122,18.65356,74.0962147363278,1,Open
15.59692,70.02441,18.59009,74.10987353613957,1,Open
15.62988,70.03174,18.69507,74.15014092061391,1,Open
15.64575,70.08911,18.69507,74.20767127433322,1,Open
15.57495,70.13428,18.64624,74.22316730481461,1,Open
15.47607,70.25269,18.72559,74.3343589178591,0,Closed
15.41748,70.34302,18.59619,74.3751130068849,0,Closed
15.45288,70.36499,18.64868,74.4163730891052,0,Closed
15.44678,70.42725,18.54736,74.44867438645566,0,Closed
15.52856,70.46509,18.59985,74.51455900966066,0,Closed
15.53467,70.52856,18.70117,74.60118971605881,0,Closed
15.57739,70.59692,18.73657,74.68359423637429,0,Closed
15.55664,70.7019,18.66577,74.76080979625957,0,Closed
15.57007,70.69336,18.75,74.77660548523515,0,Closed
15.67627,70.64087,18.78662,74.75837776794117,0,Closed
15.77393,70.62012,18.81958,74.7676053370422,0,Closed
15.75806,70.58472,18.94287,74.76196543884397,0,Closed
15.72266,70.58472,18.91846,74.74833017349351,0,Closed
15.78979,70.53711,19.00879,74.74045392329579,0,Closed
15.81787,70.52124,19.12354,74.76068542092229,0,Closed
15.85083,70.51758,19.12598,74.76483807048403,0,Closed
15.89722,70.49561,19.04419,74.73308374312276,0,Closed
15.89722,70.40894,18.98315,74.63578511394182,0,Closed
15.90454,70.41992,18.86963,74.61891490604042,0,Closed
15.84351,70.46753,18.83301,74.64162283257981,0,Closed
15.85937,70.44067,18.70117,74.58646905581936,0,Closed
15.90698,70.43335,18.6438,74.57533160089133,0,Closed
15.91919,70.47852,18.67798,74.62914530213314,0,Closed
15.8313,70.45654,18.59009,74.5677244836511,0,Closed
15.77393,70.43335,18.60229,74.5366946752504,0,Closed
15.77759,70.42969,18.48022,74.50363823970343,0,Closed
15.70679,70.40161,18.48755,74.46394730135316,0,Closed
15.65796,70.37354,18.63159,74.46303102494083,0,Closed
15.64697,70.35522,18.84399,74.4968496686229,0,Closed
15.70068,70.30518,18.72437,74.43071757810547,0,Closed
15.67749,70.29785,18.7085,74.41491369055399,0,Closed
15.75439,70.26001,18.68774,74.39019717529857,0,Closed
15.75806,70.19897,18.65356,74.32474113441701,0,Closed
15.81055,70.22217,18.70117,74.36975467339059,0,Closed
15.88013,70.18311,18.61816,74.3268682232381,0,Closed
15.85449,70.11353,18.6145,74.25477461059995,0,Closed
15.8667,70.0708,18.7085,74.24067048309841,1,Open
15.94604,70.11719,18.65601,74.28824425370274,0,Closed
16.00952,70.10254,18.54004,74.25903263767715,0,Closed
16.01929,70.18433,18.68652,74.37502174361632,0,Closed
16.07422,70.22461,18.83423,74.46210189051475,0,Closed
16.06934,70.28564,18.85376,74.52354758318207,0,Closed
16.10352,70.30762,18.91724,74.56773267085703,0,Closed
16.09741,70.38574,18.91724,74.64007618748322,0,Closed
16.15601,70.44312,18.8623,74.69294595706143,0,Closed
16.14258,70.50537,18.87939,74.75306986783485,0,Closed
16.21216,70.55298,18.76831,74.78506922509399,0,Closed
16.16333,70.53589,18.77197,74.75929288364021,0,Closed
16.12549,70.49316,18.80859,74.7200113243688,0,Closed
16.08765,70.48096,18.86475,74.71450326145921,0,Closed
16.10596,70.4248,18.69141,74.62186817783176,0,Closed
16.03027,70.37964,18.71338,74.56845092817002,0,Closed
15.98511,70.4126,18.57056,74.55416607531534,0,Closed
16.00952,70.33813,18.51563,74.47540410648472,0,Closed
15.95093,70.36255,18.51563,74.48589909952285,0,Closed
15.95581,70.3894,18.50342,74.5092749717275,0,Closed
15.9668,70.40039,18.5437,74.53202280954208,0,Closed
16.04492,70.45044,18.49121,74.58303293151936,0,Closed
16.01074,70.49927,18.69385,74.6722899990552,0,Closed
16.04614,70.45654,18.57422,74.60967957496936,0,Closed
15.98389,70.43091,18.62427,74.58459127724103,0,Closed
16.03027,70.49561,18.64868,74.66172949568876,0,Closed
16.04004,70.50415,18.63281,74.66792925292759,0,Closed
16.01196,70.54565,18.62427,74.69896271031479,0,Closed
16.06323,70.55298,18.62915,74.71810740801591,0,Closed
16.09131,70.50171,18.6377,74.67787645434356,0,Closed
15.98389,70.47363,18.5376,74.60335031799175,0,Closed
15.95093,70.41748,18.53394,74.54234091668238,0,Closed
15.979,70.42236,18.13477,74.4547319646139,0,Closed
15.93872,70.4187,18.00537,74.41121860153415,0,Closed
15.9082,70.4248,18.11646,74.43741938844737,0,Closed
15.94971,70.36377,17.99316,74.35863893645849,0,Closed
15.99731,70.26855,18.00049,74.28055389251416,0,Closed
16.0022,70.26367,18.00537,74.27817361476924,0,Closed
15.91675,70.25024,17.93213,74.22937718287147,1,Open
15.91187,70.32227,17.82959,74.27182200820107,0,Closed
15.93872,70.37109,17.84302,74.32702379180064,0,Closed
15.9314,70.39063,17.8125,74.33663601486752,0,Closed
16.0144,70.37231,17.76855,74.32660621337826,0,Closed
16.03394,70.31372,17.85889,74.29701477309906,0,Closed
16.13037,70.35156,17.74658,74.3267914850823,0,Closed
16.06201,70.38208,17.82471,74.35956990832182,0,Closed
16.02783,70.44189,17.76855,74.39538003386703,0,Closed
16.01563,70.46021,17.83813,74.42674572650547,0,Closed
16.08154,70.47607,17.88452,74.46709627108406,0,Closed
16.09375,70.40894,17.9187,74.4144302583585,0,Closed
16.14502,70.36987,17.99072,74.40595594934388,0,Closed
16.16333,70.31006,17.95166,74.34392961532299,0,Closed
16.16211,70.31982,18.09692,74.38809984110968,0,Closed
16.2207,70.40161,18.1189,74.48350378635595,0,Closed
16.13281,70.44434,18.03345,74.48407826800435,0,Closed
16.18286,70.44556,17.95654,74.477508083077,0,Closed
16.25977,70.45654,18.14087,74.54928110707306,0,Closed
16.30615,70.46753,18.14453,74.57068647293184,0,Closed
16.26709,70.37964,18.26538,74.50863070908026,0,Closed
16.30249,70.4187,18.27271,74.55505630494957,0,Closed
16.25854,70.42114,18.22021,74.53491218399132,0,Closed
16.26587,70.46387,18.27515,74.59032517529535,0,Closed
16.20972,70.48462,18.24341,74.5899369047253,0,Closed
16.18774,70.50781,18.33252,74.62891856950695,0,Closed
16.20239,70.46143,18.51929,74.63440668660198,0,Closed
16.10352,70.50415,18.68286,74.69409468888755,0,Closed
16.00342,70.51636,18.72192,74.69388708477021,0,Closed
15.93872,70.46875,18.76343,74.64552114605269,0,Closed
15.95703,70.46265,18.64136,74.6130829954975,0,Closed
15.92896,70.39307,18.68408,74.55206849010227,0,Closed
15.92407,70.31128,18.74634,74.48944464821106,0,Closed
15.91919,70.27954,18.70117,74.44708263079622,0,Closed
15.91553,70.20142,18.72803,74.37931549078816,0,Closed
15.90942,70.12329,18.69629,74.2962765212672,0,Closed
15.91431,70.12451,18.54858,74.26144346518319,0,Closed
15.96436,70.08179,18.47656,74.21388919364959,1,Open
15.9729,70.0647,18.4021,74.18108252721848,1,Open
15.96924,70.1001,18.42896,74.22039620528308,1,Open
15.90576,70.1355,18.44604,74.24444728805784,1,Open
15.84595,70.1709,18.51563,74.28241980784821,0,Closed
15.89966,70.2356,18.53638,74.36017804564484,0,Closed
15.89233,70.3125,18.66821,74.46419188900796,0,Closed
15.85815,70.38818,18.75366,74.5498260798139,0,Closed
15.83496,70.37109,18.72192,74.52077934694523,0,Closed
15.88623,70.38818,18.86841,74.58475101019913,0,Closed
15.87036,70.35034,18.96851,74.57106031340376,0,Closed
15.87646,70.36133,18.97583,74.58458866072401,0,Closed
15.95093,70.31982,18.92212,74.54767520179084,0,Closed
16.02661,70.30518,18.96484,74.56095304614942,0,Closed
16.05591,70.26123,18.83301,74.49238184338785,0,Closed
16.0022,70.27222,18.85986,74.49798405183863,0,Closed
15.95947,70.23682,18.81958,74.44522924788197,0,Closed
15.94971,70.2124,18.78296,74.41084564232354,0,Closed
15.96069,70.22461,18.7793,74.42379715802063,0,Closed
15.9436,70.16724,18.68286,74.34170571057138,0,Closed
16.0022,70.20386,18.6731,74.38640351132457,0,Closed
16.04126,70.16724,18.6731,74.3602599189594,0,Closed
16.01074,70.18677,18.72559,74.38530902825234,0,Closed
15.99609,70.22949,18.69019,74.41356975165417,0,Closed
16.02539,70.2771,18.92944,74.52521457718656,0,Closed
16.09619,70.23804,18.95142,74.50923376048166,0,Closed
16.16821,70.23804,18.94531,74.5232718594789,0,Closed
16.22192,70.20874,18.94531,74.50733273893316,0,Closed
16.1731,70.25513,19.03076,74.56220410572973,0,Closed
16.17065,70.26855,19.17969,74.6124624243236,0,Closed
16.18408,70.29785,19.02954,74.60452769557956,0,Closed
16.1731,70.30273,18.99048,74.5967917520137,0,Closed
16.20728,70.26611,18.94287,74.5575915877612,0,Closed
16.21948,70.20874,18.95264,74.50866571632861,0,Closed
16.23779,70.16602,18.77441,74.42724405466456,0,Closed
16.15723,70.17334,18.75488,74.4116876024385,0,Closed
16.12671,70.11597,18.7561,74.35126973814906,0,Closed
16.14746,70.06714,18.65479,74.28422283483417,0,Closed
16.15479,70.04028,18.5376,74.23113010174707,1,Open
16.12549,70.06104,18.45947,74.22487983353426,1,Open
16.11694,69.96582,18.5498,74.1556929930265,1,Open
16.06812,69.92432,18.58154,74.11388963324215,1,Open
16.0144,69.93042,18.47656,74.08176508541085,1,Open
16.00708,70.05493,18.47656,74.19772972850922,1,Open
15.96313,70.07446,18.479,74.20731031838103,1,Open
16.06323,70.09521,18.41675,74.23302838723139,1,Open
16.07788,70.11963,18.25684,74.21976113823663,1,Open
16.08398,70.20264,18.36304,74.32567735077562,0,Closed
16.18164,70.24048,18.48633,74.4131366130262,0,Closed
16.23169,70.24048,18.48389,74.42343031880887,0,Closed
16.19141,70.29785,18.46436,74.46396485965677,0,Closed
16.22192,70.38208,18.33496,74.51817651965459,0,Closed
16.24023,70.39673,18.39111,74.54983294533865,0,Closed
16.25366,70.38452,18.40088,74.54364160544077,0,Closed
16.25488,70.3772,18.30811,74.51414829028444,0,Closed
16.19141,70.38818,18.27271,74.50201052484826,0,Closed
16.16577,70.4248,18.45947,74.57705147975348,0,Closed
16.1731,70.40405,18.38989,74.54185048833037,0,Closed
16.1438,70.42969,18.33008,74.5449887299106,0,Closed
16.09375,70.44678,18.25562,74.53204185459634,0,Closed
16.1084,70.42847,18.22998,74.51162397841897,0,Closed
16.12183,70.39795,18.2666,74.49465378341858,0,Closed
16.10962,70.3894,18.29834,74.49172259828605,0,Closed
16.11816,70.28809,18.17383,74.36732329795527,0,Closed
16.13647,70.29297,18.2666,74.39862882501129,0,Closed
16.15723,70.26978,18.2605,74.37972790197138,0,Closed
16.18896,70.23804,18.19092,74.33958743071958,0,Closed
16.14014,70.27588,18.24829,74.3787840510861,0,Closed
16.06323,70.22095,18.27881,74.31772380765909,0,Closed
16.073,70.21484,18.31909,74.32398094594839,0,Closed
16.08521,70.21362,18.35449,74.33420287733367,0,Closed
16.05835,70.2124,18.47046,74.35596553803938,0,Closed
16.0498,70.25146,18.50464,74.39949874630338,0,Closed
16.01074,70.30884,18.72803,74.50111331499751,0,Closed
15.93384,70.34546,18.80615,74.53886420908022,0,Closed
15.95581,70.32593,18.80737,74.52544175942803,0,Closed
15.9314,70.32959,18.90137,74.54745148833057,0,Closed
15.9436,70.22217,18.92456,74.4546204856522,0,Closed
16.04126,70.20386,18.94653,74.46391730447775,0,Closed
16.06812,70.15503,18.99536,74.43612305974095,0,Closed
16.08398,70.13428,19.11621,74.45093101179394,0,Closed
16.09863,70.12939,19.12354,74.45137347141825,0,Closed
16.14136,70.07202,19.06372,74.39124215771908,0,Closed
16.17676,70.05127,19.00024,74.36314351053282,0,Closed
16.27563,69.96948,18.93921,74.29211222459219,0,Closed
16.17554,69.95972,19.00757,74.2785179851813,0,Closed
16.21582,69.96704,18.94409,74.27797823421218,0,Closed
16.19995,70.0708,18.9978,74.38596505714301,0,Closed
16.1438,70.15991,18.95874,74.4477606918818,0,Closed
16.16333,70.19531,18.83789,74.45469012988437,0,Closed
16.15234,70.27344,18.85132,74.5293681890005,0,Closed
16.13281,70.22827,18.73413,74.45297235534589,0,Closed
16.19019,70.22461,18.65845,74.44297050958338,0,Closed
16.14868,70.25513,18.59497,74.44686740461414,0,Closed
16.14502,70.33447,18.56689,74.51395000436764,0,Closed
16.2146,70.4126,18.5437,74.59702609092403,0,Closed
16.2146,70.41382,18.52051,74.592416443044,0,Closed
16.19141,70.43213,18.39722,74.57415368513007,0,Closed
16.21826,70.43701,18.46558,74.60148778612998,0,Closed
16.18408,70.39917,18.48511,74.56317371093722,0,Closed
16.15356,70.40405,18.3252,74.52167947729103,0,Closed
16.1499,70.43213,18.36792,74.55792842799013,0,Closed
16.05957,70.43091,18.29712,74.51984616400787,0,Closed
16.1145,70.37476,18.28247,74.47504726153922,0,Closed
16.10718,70.35034,18.27881,74.44948945885459,0,Closed
16.1145,70.28442,18.33496,74.4026045457281,0,Closed
16.0498,70.21729,18.30322,74.31737184099354,0,Closed
16.06079,70.15259,18.396,74.28154330068945,0,Closed
16.03027,70.06592,18.27271,74.16262288015035,1,Open
16.06445,70.12573,18.24585,74.21991379716026,1,Open
16.13037,70.13306,18.20923,74.2321426236196,1,Open
16.14136,70.18066,18.1311,74.26038868666929,0,Closed
16.20117,70.2771,18.19824,74.38094267267995,0,Closed
16.11572,70.26367,18.21899,74.35476682504896,0,Closed
16.12427,70.26733,18.25562,74.36906218278001,0,Closed
16.12427,70.31006,18.25684,74.40973610369882,0,Closed
16.14136,70.38696,18.30078,74.49688711147333,0,Closed
16.14014,70.35156,18.05176,74.4023665803098,0,Closed
16.15723,70.31616,18.14453,74.39517731237287,0,Closed
16.06323,70.27344,18.15796,74.33771074513997,0,Closed
16.01196,70.19653,18.19214,74.26230298652271,0,Closed
16.02783,70.12695,18.30322,74.22727472553333,1,Open
16.01807,69.9939,18.22998,74.08141990091241,1,Open
16.04126,69.98413,18.27515,74.08833634093155,1,Open
15.98877,69.98047,18.21045,74.05759540206729,1,Open
15.9021,70.02075,18.2666,74.09082865329893,1,Open
15.89966,70.03052,18.31421,74.11128933914252,1,Open
15.9314,70.13062,18.51074,74.2614359064784,0,Closed
15.89722,70.22827,18.35815,74.30850006791819,0,Closed
15.94116,70.271,18.32642,74.35046531906845,0,Closed
15.98999,70.34546,18.25317,74.41331693897672,0,Closed
15.99731,70.4126,18.17993,74.46044601532414,0,Closed
16.00342,70.54199,18.36548,74.62956961209746,0,Closed
16.01074,70.60059,18.33862,74.67993095336993,0,Closed
16.03271,70.59326,18.44849,74.70477180643684,0,Closed
16.12549,70.55176,18.40332,74.67438954460961,0,Closed
16.12427,70.59937,18.40576,74.71971044247562,0,Closed
16.02295,70.55176,18.27881,74.62171708568626,0,Closed
16.03638,70.52002,18.38745,74.62129067368977,0,Closed
16.0437,70.5249,18.4668,74.64706646573595,0,Closed
15.99243,70.54321,18.49365,74.66001195239323,0,Closed
15.93506,70.56274,18.48267,74.66348172862085,0,Closed
15.94116,70.47974,18.42529,74.57215059388659,0,Closed
15.92163,70.50903,18.40332,74.59023931065109,0,Closed
