Seq,Acc_X_Min,Acc_X_Max,Acc_X_Avg,Acc_X_Variance,Acc_X_StdDev,Acc_X_Range,Acc_X_Skew,Acc_X_Kurtosis,Acc_X_Energy,Acc_Y_Min,Acc_Y_Max,Acc_Y_Avg,Acc_Y_Variance,Acc_Y_StdDev,Acc_Y_Range,Acc_Y_Skew,Acc_Y_Kurtosis,Acc_Y_Energy,Acc_Z_Min,Acc_Z_Max,Acc_Z_Avg,Acc_Z_Variance,Acc_Z_StdDev,Acc_Z_Range,Acc_Z_Skew,Acc_Z_Kurtosis,Acc_Z_Energy,Gyro_X_Min,Gyro_X_Max,Gyro_X_Avg,Gyro_X_Variance,Gyro_X_StdDev,Gyro_X_Range,Gyro_X_Skew,Gyro_X_Kurtosis,Gyro_X_Energy,Gyro_Y_Min,Gyro_Y_Max,Gyro_Y_Avg,Gyro_Y_Variance,Gyro_Y_StdDev,Gyro_Y_Range,Gyro_Y_Skew,Gyro_Y_Kurtosis,Gyro_Y_Energy,Gyro_Z_Min,Gyro_Z_Max,Gyro_Z_Avg,Gyro_Z_Variance,Gyro_Z_StdDev,Gyro_Z_Range,Gyro_Z_Skew,Gyro_Z_Kurtosis,Gyro_Z_Energy,Mag_X_Min,Mag_X_Max,Mag_X_Avg,Mag_X_Variance,Mag_X_StdDev,Mag_X_Range,Mag_X_Skew,Mag_X_Kurtosis,Mag_X_Energy,Mag_Y_Min,Mag_Y_Max,Mag_Y_Avg,Mag_Y_Variance,Mag_Y_StdDev,Mag_Y_Range,Mag_Y_Skew,Mag_Y_Kurtosis,Mag_Y_Energy,Mag_Z_Min,Mag_Z_Max,Mag_Z_Avg,Mag_Z_Variance,Mag_Z_StdDev,Mag_Z_Range,Mag_Z_Skew,Mag_Z_Kurtosis,Mag_Z_Energy
0.0,-0.38,1.32,0.54,0.12,0.35,1.7,-0.01,2.59,0.41,-0.77,0.69,0.31,0.06,0.24,1.46,-0.02,8.73,0.15,-0.23,2.05,0.6,0.11,0.33,2.29,0.03,6.61,0.47,-164.25,200.74,3.72,2094.37,45.76,364.99,25884.22,8.33,2108.22,-223.33,86.91,-1.54,1707.85,41.33,310.24,-125081.64,10.69,1710.23,-140.62,136.72,-0.74,1953.83,44.2,277.34,-13524.25,4.17,1954.38,-31.67,36.5,-2.9,192.72,13.88,68.16,2662.15,3.99,201.11,0.0,84.07,49.76,406.32,20.16,84.07,-863.8,1.73,2882.8,-19.01,47.97,-4.79,125.58,11.21,66.98,3818.36,13.11,148.55
1.0,-0.38,1.34,0.54,0.13,0.36,1.72,-0.01,2.61,0.42,-0.77,0.69,0.31,0.06,0.24,1.46,-0.02,8.73,0.15,-0.23,2.05,0.59,0.12,0.34,2.29,0.03,6.28,0.47,-164.25,200.74,3.36,2109.21,45.93,364.99,27623.35,8.23,2120.47,-223.33,86.91,-1.56,1707.7,41.32,310.24,-124995.06,10.69,1710.13,-140.62,136.72,-0.77,1953.69,44.2,277.34,-13371.02,4.17,1954.28,-31.67,36.5,-2.74,192.42,13.87,68.16,2581.13,3.96,199.91,0.0,84.07,49.68,407.53,20.19,84.07,-775.83,1.72,2875.66,-19.01,49.12,-4.17,153.57,12.39,68.13,5104.41,11.79,170.97
2.0,-0.38,1.34,0.54,0.13,0.36,1.72,-0.01,2.59,0.42,-0.77,0.69,0.31,0.06,0.24,1.46,-0.02,8.37,0.15,-0.23,2.05,0.59,0.12,0.35,2.29,0.03,6.04,0.47,-164.25,200.74,2.88,2099.06,45.82,364.99,30187.26,8.31,2107.36,-223.33,86.91,-1.83,1713.78,41.4,310.24,-123780.75,10.57,1717.11,-140.62,136.72,-0.25,2009.79,44.83,277.34,-11564.24,4.04,2009.85,-31.67,36.5,-2.61,192.04,13.86,68.16,2512.88,3.94,198.84,0.0,84.07,49.6,408.07,20.2,84.07,-680.67,1.71,2868.15,-19.01,51.54,-3.52,183.24,13.54,70.54,6482.66,10.63,195.61
3.0,-0.38,1.34,0.55,0.13,0.36,1.72,-0.01,2.54,0.43,-0.77,0.69,0.31,0.06,0.24,1.46,-0.02,8.42,0.15,-0.32,2.05,0.58,0.13,0.36,2.37,0.02,5.76,0.46,-164.25,200.74,2.5,2116.5,46.01,364.99,31858.63,8.2,2122.75,-223.33,86.91,-2.33,1698.83,41.22,310.24,-121862.06,10.66,1704.25,-140.62,136.72,-1.4,2158.89,46.46,277.34,-22609.6,3.97,2160.86,-31.67,36.5,-2.46,192.29,13.87,68.16,2436.68,3.89,198.36,0.0,84.07,49.52,408.01,20.2,84.07,-579.52,1.71,2859.77,-19.01,52.1,-2.87,212.88,14.59,71.11,7796.07,9.53,221.1
4.0,-0.38,1.34,0.55,0.14,0.37,1.72,-0.01,2.5,0.44,-0.77,0.69,0.31,0.06,0.24,1.46,-0.02,8.41,0.15,-0.32,2.05,0.57,0.13,0.36,2.37,0.02,5.55,0.46,-164.25,200.74,2.27,2118.47,46.03,364.99,33247.86,8.19,2123.64,-223.33,86.91,-2.38,1698.15,41.21,310.24,-121614.49,10.66,1703.8,-140.62,136.72,-0.74,2211.71,47.03,277.34,-23080.37,3.85,2212.25,-31.67,36.5,-2.35,192.32,13.87,68.16,2377.27,3.86,197.86,0.0,84.07,49.4,407.73,20.19,84.07,-438.44,1.71,2847.71,-19.01,52.98,-2.21,242.66,15.58,71.98,9068.86,8.57,247.55
5.0,-0.38,1.34,0.55,0.14,0.37,1.72,-0.01,2.49,0.44,-0.77,0.69,0.31,0.06,0.24,1.46,-0.02,8.37,0.15,-0.32,2.05,0.56,0.14,0.37,2.37,0.02,5.35,0.46,-164.25,200.74,2.02,2123.63,46.08,364.99,34762.64,8.16,2127.7,-223.33,86.91,-2.43,1698.76,41.22,310.24,-121365.43,10.64,1704.66,-140.62,136.72,-0.32,2233.44,47.26,277.34,-24864.88,3.79,2233.54,-31.67,36.5,-2.2,193.23,13.9,68.16,2302.43,3.79,198.08,0.0,84.07,49.23,406.8,20.17,84.07,-250.11,1.72,2830.32,-19.01,52.98,-1.57,270.33,16.44,71.98,10132.56,7.7,272.79
6.0,-0.38,1.35,0.56,0.14,0.38,1.73,-0.01,2.49,0.45,-0.77,0.69,0.31,0.06,0.24,1.46,-0.02,8.48,0.16,-0.32,2.05,0.56,0.14,0.38,2.37,0.02,5.15,0.45,-164.25,200.74,2.18,2129.34,46.14,364.99,33862.1,8.11,2134.11,-223.33,86.91,-2.21,1698.24,41.21,310.24,-122448.91,10.69,1703.13,-140.62,136.72,-1.58,2376.91,48.75,277.34,-33379.75,3.69,2379.42,-31.67,36.5,-1.98,193.24,13.9,68.16,2201.0,3.73,197.16,0.0,84.07,49.09,405.33,20.13,84.07,-99.27,1.73,2815.19,-19.01,53.34,-0.92,299.05,17.29,72.35,11215.39,6.97,299.89
7.0,-0.38,1.35,0.56,0.14,0.38,1.73,-0.01,2.46,0.46,-0.77,0.69,0.31,0.06,0.24,1.46,-0.02,8.53,0.16,-0.32,2.05,0.55,0.14,0.38,2.37,0.02,5.05,0.44,-164.25,200.74,2.05,2131.89,46.17,364.99,34645.94,8.09,2136.11,-223.33,86.91,-2.03,1698.63,41.21,310.24,-123342.28,10.71,1702.76,-140.62,136.72,-2.52,2369.13,48.67,277.34,-28814.85,3.69,2375.48,-31.67,36.5,-1.76,192.78,13.88,68.16,2100.12,3.69,195.87,0.0,84.07,48.8,404.78,20.12,84.07,191.18,1.73,2786.28,-19.01,53.34,-0.31,325.9,18.05,72.35,12097.88,6.32,326.0
8.0,-0.38,1.35,0.57,0.15,0.38,1.73,-0.01,2.41,0.47,-0.77,0.69,0.31,0.06,0.24,1.46,-0.02,8.45,0.16,-0.32,2.05,0.54,0.15,0.38,2.37,0.03,4.92,0.44,-164.25,200.74,1.35,2170.28,46.59,364.99,36757.28,7.86,2172.1,-223.33,86.91,-2.16,1699.22,41.22,310.24,-122717.59,10.68,1703.87,-140.62,136.72,-2.21,2409.68,49.09,277.34,-26902.78,3.63,2414.58,-31.67,36.5,-1.58,193.8,13.92,68.16,2017.26,3.62,196.31,0.0,84.07,48.57,401.98,20.05,84.07,413.38,1.75,2761.1,-19.01,54.38,0.36,354.03,18.82,73.39,13044.86,5.78,354.16
9.0,-0.38,1.35,0.58,0.15,0.39,1.73,-0.01,2.37,0.48,-0.77,0.69,0.31,0.06,0.24,1.46,-0.02,8.2,0.16,-0.32,2.05,0.53,0.15,0.39,2.37,0.03,4.84,0.43,-164.25,200.74,1.42,2169.18,46.57,364.99,36310.22,7.87,2171.19,-223.33,86.91,-1.8,1706.41,41.31,310.24,-124294.83,10.66,1709.66,-140.62,136.72,-3.07,2443.37,49.43,277.34,-23240.22,3.55,2452.78,-31.67,36.5,-1.37,196.13,14.0,68.16,1937.44,3.51,198.02,0.0,84.07,48.38,398.49,19.96,84.07,581.56,1.78,2738.78,-19.01,54.55,0.99,382.13,19.55,73.56,13916.45,5.31,383.11
10.0,-0.38,1.35,0.58,0.15,0.38,1.73,-0.01,2.4,0.49,-0.77,0.69,0.31,0.06,0.24,1.46,-0.02,8.13,0.15,-0.32,2.05,0.53,0.15,0.39,2.37,0.03,4.71,0.43,-164.25,200.74,1.9,2179.7,46.69,364.99,33617.34,7.78,2183.32,-223.33,86.91,-1.3,1696.21,41.19,310.24,-126378.02,10.87,1697.92,-140.62,136.72,-3.09,2444.22,49.44,277.34,-23108.55,3.54,2453.76,-31.67,36.5,-1.17,196.21,14.01,68.16,1839.71,3.47,197.59,0.0,84.07,48.2,395.4,19.88,84.07,738.03,1.8,2718.57,-19.01,54.55,1.61,409.31,20.23,73.56,14670.71,4.88,411.92
11.0,-0.38,1.35,0.59,0.15,0.39,1.73,-0.01,2.39,0.5,-0.77,0.69,0.3,0.06,0.24,1.46,-0.02,8.11,0.15,-0.32,2.05,0.52,0.16,0.39,2.37,0.03,4.62,0.42,-164.25,200.74,1.8,2179.18,46.68,364.99,34298.87,7.79,2182.41,-223.33,86.91,-1.79,1707.29,41.32,310.24,-124367.1,10.65,1710.51,-140.62,136.72,-2.13,2532.04,50.32,277.34,-22020.91,3.44,2536.58,-31.67,36.5,-0.91,195.71,13.99,68.16,1731.18,3.43,196.54,0.0,84.07,47.99,393.47,19.84,84.07,945.04,1.82,2696.98,-19.01,54.55,2.22,435.6,20.87,73.56,15313.84,4.5,440.53
12.0,-0.38,1.35,0.59,0.15,0.39,1.73,-0.01,2.39,0.5,-0.77,0.69,0.3,0.06,0.25,1.46,-0.02,7.7,0.15,-0.32,2.05,0.51,0.16,0.4,2.37,0.03,4.64,0.42,-164.25,200.74,1.15,2176.95,46.66,364.99,37837.36,7.82,2178.28,-223.33,86.91,-3.03,1689.72,41.11,310.24,-123006.82,10.61,1698.92,-140.62,136.72,-2.48,2524.17,50.24,277.34,-19633.99,3.45,2530.31,-31.67,36.5,-0.64,198.22,14.08,68.16,1638.65,3.33,198.64,0.0,84.07,47.79,391.18,19.78,84.07,1141.56,1.84,2675.46,-19.01,54.55,2.81,455.76,21.35,73.56,15556.11,4.16,463.67
13.0,-0.38,1.35,0.59,0.15,0.39,1.73,-0.01,2.37,0.51,-0.77,0.69,0.3,0.06,0.25,1.46,-0.02,7.7,0.15,-0.32,2.05,0.5,0.16,0.39,2.37,0.03,4.69,0.41,-164.25,200.74,1.08,2176.38,46.65,364.99,38323.27,7.83,2177.54,-223.33,86.91,-3.09,1683.55,41.03,310.24,-123189.98,10.66,1693.11,-140.62,136.72,-2.64,2520.83,50.21,277.34,-18477.06,3.46,2527.79,-31.67,36.5,-0.52,200.1,14.15,68.16,1591.83,3.25,200.37,0.0,84.07,47.4,392.04,19.8,84.07,1450.05,1.85,2639.21,-19.01,54.55,3.38,472.77,21.74,73.56,15605.8,3.87,484.21
14.0,-0.38,1.35,0.6,0.15,0.39,1.73,-0.01,2.33,0.51,-0.77,0.69,0.3,0.06,0.25,1.46,-0.02,7.61,0.15,-0.32,2.05,0.5,0.16,0.4,2.37,0.04,4.62,0.41,-164.25,200.74,1.04,2179.07,46.68,364.99,38381.11,7.81,2180.15,-223.33,86.91,-3.23,1682.88,41.02,310.24,-122505.48,10.65,1693.31,-140.62,136.72,-1.74,2515.93,50.16,277.34,-23432.94,3.48,2518.96,-31.67,36.5,-0.43,201.4,14.19,68.16,1549.91,3.2,201.58,0.0,84.07,47.14,389.97,19.75,84.07,1699.63,1.88,2612.44,-19.01,54.55,4.03,493.77,22.22,73.56,15853.3,3.6,509.98
15.0,-0.38,1.35,0.6,0.15,0.39,1.73,-0.01,2.34,0.51,-0.77,0.69,0.3,0.06,0.25,1.46,-0.02,7.49,0.15,-0.32,2.05,0.5,0.16,0.4,2.37,0.04,4.49,0.41,-164.25,200.74,1.79,2230.33,47.23,364.99,37145.84,7.49,2233.52,-223.33,86.91,-3.63,1681.06,41.0,310.24,-120635.34,10.6,1694.27,-140.62,136.72,-1.53,2528.07,50.28,277.34,-24513.23,3.45,2530.4,-31.67,36.5,-0.27,204.44,14.3,68.16,1509.37,3.11,204.51,0.0,84.07,47.01,387.98,19.7,84.07,1828.47,1.9,2597.77,-19.01,54.55,4.63,509.43,22.57,73.56,15797.21,3.37,530.84
16.0,-0.38,1.35,0.6,0.16,0.4,1.73,-0.01,2.3,0.52,-0.77,0.69,0.3,0.06,0.25,1.46,-0.02,7.52,0.15,-0.32,2.05,0.49,0.16,0.4,2.37,0.04,4.4,0.41,-164.25,200.74,2.02,2253.9,47.48,364.99,37430.41,7.35,2257.96,-223.33,86.91,-3.57,1683.63,41.03,310.24,-120877.34,10.58,1696.38,-140.62,136.72,-2.81,2609.47,51.08,277.34,-23777.61,3.35,2617.35,-31.67,36.5,-0.19,206.19,14.36,68.16,1488.47,3.05,206.22,0.0,84.07,46.85,384.53,19.61,84.07,1939.74,1.93,2579.89,-19.01,54.55,5.21,525.67,22.93,73.56,15727.5,3.15,552.83
17.0,-0.38,1.35,0.6,0.16,0.4,1.73,-0.02,2.29,0.52,-0.77,0.69,0.3,0.06,0.25,1.46,-0.02,7.71,0.15,-0.32,2.05,0.49,0.17,0.41,2.37,0.04,4.28,0.4,-164.25,200.74,1.89,2249.65,47.43,364.99,38199.18,7.38,2253.21,-223.33,86.91,-3.45,1682.55,41.02,310.24,-121482.0,10.61,1694.44,-140.62,136.72,-3.14,2599.58,50.99,277.34,-21523.7,3.37,2609.42,-31.67,36.5,-0.18,206.41,14.37,68.16,1486.75,3.05,206.44,0.0,84.07,46.62,379.88,19.49,84.07,2106.09,1.98,2553.43,-19.01,54.55,5.76,542.24,23.29,73.56,15636.65,2.96,575.43
18.0,-0.38,1.35,0.61,0.16,0.4,1.73,-0.02,2.27,0.53,-0.77,0.69,0.3,0.06,0.25,1.46,-0.02,7.81,0.15,-0.32,2.05,0.48,0.17,0.41,2.37,0.04,4.25,0.4,-164.25,200.74,1.33,2308.39,48.05,364.99,36980.33,7.1,2310.14,-223.33,86.91,-3.79,1684.6,41.04,310.24,-119849.41,10.53,1698.99,-140.62,136.72,-3.33,2587.06,50.86,277.34,-20612.11,3.39,2598.16,-31.67,36.5,-0.21,205.45,14.33,68.16,1484.94,3.07,205.5,0.0,84.07,46.33,374.91,19.36,84.07,2311.09,2.03,2521.28,-19.01,54.55,6.27,558.2,23.63,73.56,15503.74,2.78,597.45
19.0,-0.38,1.35,0.61,0.16,0.4,1.73,-0.02,2.27,0.53,-0.77,0.69,0.29,0.06,0.25,1.46,-0.02,7.5,0.15,-0.32,2.05,0.48,0.17,0.41,2.37,0.04,4.17,0.4,-164.25,200.74,1.85,2306.86,48.03,364.99,33723.27,7.1,2310.27,-223.33,86.91,-3.78,1685.49,41.05,310.24,-119887.49,10.52,1699.77,-140.62,136.72,-3.02,2581.65,50.81,277.34,-22870.73,3.41,2590.78,-31.67,36.5,-0.28,203.35,14.26,68.16,1481.67,3.12,203.43,0.0,84.07,46.08,370.39,19.25,84.07,2488.42,2.08,2493.85,-19.01,54.55,6.79,575.12,23.98,73.56,15381.23,2.62,621.25
20.0,-0.38,1.35,0.61,0.16,0.4,1.73,-0.02,2.27,0.53,-0.77,0.69,0.29,0.06,0.25,1.46,-0.02,7.68,0.14,-0.32,2.05,0.47,0.18,0.42,2.37,0.04,4.06,0.4,-164.25,200.74,2.11,2307.13,48.03,364.99,31983.58,7.09,2311.56,-223.33,86.91,-3.69,1687.14,41.07,310.24,-120297.57,10.52,1700.77,-140.62,136.72,-3.28,2600.83,51.0,277.34,-21954.74,3.36,2611.6,-31.67,36.5,-0.34,202.09,14.22,68.16,1496.69,3.16,202.2,0.0,84.07,45.77,364.39,19.09,84.07,2668.13,2.15,2459.46,-19.01,54.55,7.33,590.3,24.3,73.56,15152.24,2.47,643.96
21.0,-0.38,1.35,0.61,0.16,0.4,1.73,-0.02,2.23,0.54,-0.77,0.69,0.29,0.06,0.25,1.46,-0.02,7.68,0.14,-0.32,2.05,0.46,0.18,0.43,2.37,0.04,3.94,0.4,-164.25,200.74,2.4,2307.55,48.04,364.99,29984.53,7.08,2313.33,-223.33,86.91,-3.49,1689.71,41.11,310.24,-121260.82,10.52,1701.91,-140.62,136.72,-2.85,2628.71,51.27,277.34,-23799.79,3.31,2636.83,-31.67,36.5,-0.4,200.95,14.18,68.16,1513.31,3.2,201.11,0.0,84.07,45.49,359.03,18.95,84.07,2840.3,2.21,2428.49,-19.01,54.55,7.86,603.81,24.57,73.56,14832.23,2.34,665.65
22.0,-0.38,1.35,0.61,0.16,0.4,1.73,-0.02,2.23,0.54,-0.77,0.69,0.29,0.06,0.25,1.46,-0.02,7.49,0.14,-0.32,2.05,0.46,0.19,0.43,2.37,0.04,3.86,0.4,-164.25,200.74,2.47,2306.69,48.03,364.99,29524.48,7.09,2312.8,-223.33,86.91,-3.37,1689.16,41.1,310.24,-121885.32,10.55,1700.52,-140.62,136.72,-2.43,2633.65,51.32,277.34,-26906.07,3.31,2639.54,-31.67,36.5,-0.45,200.14,14.15,68.16,1536.93,3.23,200.34,0.0,84.07,45.22,353.21,18.79,84.07,2987.04,2.28,2398.01,-19.01,54.55,8.42,615.62,24.81,73.56,14433.51,2.22,686.56
23.0,-0.38,1.35,0.61,0.16,0.4,1.73,-0.02,2.23,0.54,-0.77,0.69,0.29,0.06,0.25,1.46,-0.02,7.32,0.15,-0.32,2.05,0.45,0.19,0.43,2.37,0.04,3.78,0.39,-164.25,200.74,2.63,2316.13,48.13,364.99,28843.11,7.03,2323.05,-223.33,86.91,-3.03,1695.43,41.18,310.24,-123437.34,10.53,1704.59,-140.62,136.72,-2.63,2627.3,51.26,277.34,-25456.49,3.32,2634.23,-31.67,36.5,-0.49,199.59,14.13,68.16,1553.13,3.25,199.83,0.0,84.07,44.87,347.38,18.64,84.07,3175.85,2.36,2360.41,-19.01,54.55,8.94,625.99,25.02,73.56,13971.77,2.11,705.95
24.0,-0.38,1.35,0.62,0.16,0.4,1.73,-0.02,2.21,0.55,-0.77,0.73,0.29,0.06,0.25,1.5,-0.02,7.08,0.15,-0.32,2.05,0.44,0.19,0.44,2.37,0.04,3.71,0.39,-164.25,200.74,1.73,2346.07,48.44,364.99,32563.49,6.89,2349.08,-223.33,86.91,-3.2,1695.58,41.18,310.24,-122568.77,10.5,1705.82,-140.62,136.72,-2.63,2627.51,51.26,277.34,-25470.13,3.32,2634.42,-31.67,36.5,-0.55,198.85,14.1,68.16,1581.05,3.29,199.15,0.0,84.07,44.46,341.37,18.48,84.07,3361.34,2.44,2318.35,-19.01,54.55,9.43,634.66,25.19,73.56,13454.23,2.02,723.62
25.0,-0.38,1.35,0.62,0.16,0.4,1.73,-0.02,2.21,0.55,-0.77,0.73,0.29,0.06,0.25,1.5,-0.02,6.94,0.15,-0.32,2.05,0.43,0.2,0.44,2.37,0.04,3.65,0.39,-164.25,200.74,0.96,2314.97,48.11,364.99,35876.24,7.08,2315.9,-223.33,86.91,-3.32,1696.47,41.19,310.24,-121944.86,10.46,1707.52,-140.62,136.72,-3.27,2559.69,50.59,277.34,-26533.29,3.41,2570.37,-31.67,36.5,-0.7,196.49,14.02,68.16,1635.0,3.38,196.98,0.0,84.07,44.09,334.17,18.28,84.07,3505.56,2.53,2278.09,-19.01,54.55,9.91,644.67,25.39,73.56,12965.97,1.93,742.92
26.0,-0.38,1.35,0.63,0.17,0.41,1.73,-0.02,2.23,0.56,-0.77,0.87,0.29,0.07,0.26,1.64,-0.02,6.66,0.15,-0.36,2.05,0.42,0.2,0.45,2.41,0.05,3.64,0.38,-164.25,200.74,0.92,2312.8,48.09,364.99,36050.45,7.09,2313.65,-223.33,86.91,-2.72,1662.35,40.77,310.24,-122981.16,10.96,1669.76,-140.62,136.72,-4.72,2576.65,50.76,277.34,-23172.14,3.37,2598.97,-31.67,36.5,-0.93,189.87,13.78,68.16,1596.66,3.53,190.74,0.0,84.07,43.81,328.92,18.14,84.07,3653.75,2.63,2248.44,-19.01,54.55,10.33,655.18,25.6,73.56,12529.15,1.84,761.95
27.0,-0.38,1.35,0.64,0.16,0.41,1.73,-0.02,2.29,0.57,-0.77,0.87,0.3,0.07,0.26,1.64,-0.02,6.39,0.16,-0.42,2.05,0.41,0.21,0.46,2.47,0.05,3.6,0.38,-164.25,200.74,0.59,2303.69,48.0,364.99,38070.95,7.16,2304.04,-223.33,86.91,-2.76,1662.21,40.77,310.24,-122771.67,10.96,1669.86,-140.62,136.72,-4.86,2556.3,50.56,277.34,-24310.76,3.39,2579.96,-31.67,36.5,-1.23,180.45,13.43,68.16,1471.97,3.69,181.96,0.0,84.07,43.62,326.44,18.07,84.07,3803.43,2.69,2228.88,-19.01,54.55,10.76,667.12,25.83,73.56,12122.58,1.77,782.98
28.0,-0.38,1.35,0.65,0.16,0.4,1.73,-0.02,2.37,0.58,-0.77,0.87,0.29,0.07,0.27,1.64,-0.02,6.13,0.16,-0.42,2.05,0.4,0.21,0.46,2.47,0.05,3.63,0.37,-164.25,200.74,0.54,2303.39,47.99,364.99,38415.19,7.16,2303.69,-223.33,86.91,-3.0,1659.47,40.74,310.24,-121668.74,10.95,1668.45,-140.62,136.72,-4.69,2570.95,50.7,277.34,-24662.71,3.36,2592.99,-31.67,36.5,-1.6,168.21,12.97,68.16,1233.49,3.79,170.76,0.0,84.07,43.5,325.65,18.05,84.07,3910.87,2.72,2217.79,-19.01,54.55,11.17,678.28,26.04,73.56,11697.23,1.7,803.1
29.0,-0.38,1.35,0.65,0.16,0.4,1.73,-0.03,2.44,0.59,-0.77,0.87,0.3,0.07,0.27,1.64,-0.02,6.06,0.16,-0.42,2.05,0.39,0.21,0.46,2.47,0.05,3.58,0.37,-164.25,200.74,0.73,2300.56,47.96,364.99,37136.62,7.17,2301.09,-223.33,86.91,-3.09,1659.76,40.74,310.24,-121191.54,10.93,1669.33,-140.62,136.72,-5.16,2574.9,50.74,277.34,-21315.74,3.34,2601.58,-31.67,36.5,-1.95,154.15,12.42,68.16,874.52,3.74,157.95,0.0,84.07,43.52,325.88,18.05,84.07,3896.17,2.71,2219.54,-19.01,54.55,11.53,688.51,26.24,73.56,11299.46,1.63,821.42
30.0,-0.38,1.35,0.66,0.15,0.39,1.73,-0.03,2.52,0.59,-0.77,0.87,0.3,0.07,0.27,1.64,-0.02,6.01,0.16,-0.42,2.05,0.38,0.21,0.46,2.47,0.06,3.66,0.35,-164.25,200.74,0.52,2320.7,48.17,364.99,37094.9,7.07,2320.97,-223.33,86.91,-3.12,1659.0,40.73,310.24,-121087.63,10.94,1668.73,-140.62,136.72,-4.94,2579.44,50.79,277.34,-22983.32,3.33,2603.81,-31.67,36.5,-2.28,139.55,11.81,68.16,445.98,3.46,144.75,0.0,84.07,43.61,327.34,18.09,84.07,3826.65,2.67,2228.91,-19.01,54.55,11.89,698.94,26.44,73.56,10885.36,1.58,840.39
31.0,-0.38,1.35,0.67,0.15,0.39,1.73,-0.03,2.62,0.6,-0.77,0.87,0.29,0.07,0.27,1.64,-0.02,6.13,0.16,-0.42,2.05,0.37,0.21,0.46,2.47,0.06,3.68,0.35,-164.25,200.74,0.36,2318.32,48.15,364.99,38166.7,7.09,2318.46,-223.33,86.91,-3.0,1652.8,40.65,310.24,-121456.97,11.04,1661.77,-140.62,136.72,-3.99,2560.99,50.61,277.34,-27894.06,3.38,2576.9,-31.67,36.5,-2.52,127.63,11.3,68.16,71.44,3.07,134.0,0.0,84.07,43.6,327.3,18.09,84.07,3828.65,2.68,2228.65,-19.01,54.55,12.33,709.82,26.64,73.56,10373.64,1.52,861.87
32.0,-0.38,1.35,0.68,0.15,0.38,1.73,-0.03,2.7,0.61,-0.77,0.87,0.29,0.07,0.27,1.64,-0.02,6.16,0.16,-0.42,2.05,0.36,0.21,0.46,2.47,0.06,3.7,0.34,-164.25,200.74,-0.08,2307.91,48.04,364.99,40872.68,7.17,2307.91,-223.33,86.91,-2.8,1655.28,40.69,310.24,-122372.05,11.04,1663.14,-140.62,136.72,-4.2,2587.68,50.87,277.34,-28757.02,3.34,2605.34,-31.67,36.5,-2.68,119.97,10.95,68.16,-159.51,2.77,127.16,0.0,84.07,43.52,325.03,18.03,84.07,3861.79,2.72,2219.16,-19.01,54.55,12.79,718.03,26.8,73.56,9746.28,1.47,881.49
33.0,-0.38,1.35,0.69,0.14,0.38,1.73,-0.03,2.8,0.62,-0.77,0.87,0.3,0.07,0.27,1.64,-0.02,6.03,0.16,-0.42,2.05,0.35,0.22,0.47,2.47,0.07,3.68,0.34,-164.25,200.74,0.52,2308.98,48.05,364.99,37220.64,7.14,2309.25,-223.33,86.91,-2.76,1657.37,40.71,310.24,-122531.54,11.02,1664.97,-140.62,136.72,-3.25,2596.93,50.96,277.34,-33937.19,3.34,2607.49,-31.67,36.5,-2.87,113.63,10.66,68.16,-267.71,2.72,121.88,0.0,84.07,43.37,319.39,17.87,84.07,3843.06,2.79,2200.32,-19.01,54.55,13.28,725.96,26.94,73.56,9073.95,1.42,902.24
34.0,-0.38,1.35,0.69,0.14,0.38,1.73,-0.03,2.9,0.62,-0.77,0.87,0.29,0.07,0.27,1.64,-0.02,6.11,0.16,-0.42,2.05,0.34,0.22,0.47,2.47,0.07,3.73,0.33,-164.25,200.74,0.78,2317.94,48.14,364.99,35714.22,7.08,2318.55,-223.33,86.91,-2.63,1652.49,40.65,310.24,-123023.26,11.11,1659.4,-140.62,136.72,-2.66,2614.81,51.14,277.34,-37613.07,3.31,2621.9,-31.67,36.5,-2.96,110.78,10.53,68.16,-308.54,2.72,119.55,0.0,84.07,43.14,312.02,17.66,84.07,3849.45,2.9,2173.3,-19.01,54.55,13.83,732.05,27.06,73.56,8337.62,1.38,923.34
35.0,-0.38,1.35,0.7,0.14,0.37,1.73,-0.03,3.03,0.63,-0.77,0.87,0.3,0.07,0.27,1.64,-0.02,6.06,0.16,-0.42,2.05,0.33,0.22,0.47,2.47,0.07,3.79,0.33,-164.25,200.74,0.11,2340.17,48.38,364.99,39118.27,6.98,2340.18,-223.33,86.91,-2.3,1651.04,40.63,310.24,-124564.67,11.19,1656.32,-140.62,136.72,-3.3,2693.01,51.89,277.34,-40423.35,3.21,2703.88,-31.67,36.5,-2.96,110.74,10.52,68.16,-308.87,2.72,119.51,0.0,84.07,42.89,300.8,17.34,84.07,3667.11,3.0,2140.35,-19.01,54.55,14.33,738.29,27.17,73.56,7605.23,1.34,943.7
