Ax_max,Ax_sum,Ax_mean,Ax_variance,Ax_stdDev,Ax_range,Ax_skewness,Ax_kurtosis,Ax_energy,Ay_min,Ay_max,Ay_sum,Ay_mean,Ay_variance,Ay_stdDev,Ay_range,Ay_skewness,Ay_kurtosis,Ay_energy,Az_min,Az_max,Az_sum,Az_mean,Az_variance,Az_stdDev,Az_range,Az_skewness,Az_kurtosis,Az_energy,Gx_min,Gx_max,Gx_sum,Gx_mean,Gx_variance,Gx_stdDev,Gx_range,Gx_skewness,Gx_kurtosis,Gx_energy,Gy_min,Gy_max,Gy_sum,Gy_mean,Gy_variance,Gy_stdDev,Gy_range,Gy_skewness,Gy_kurtosis,Gy_energy,Gz_min,Gz_max,Gz_sum,Gz_mean,Gz_variance,Gz_stdDev,Gz_range,Gz_skewness,Gz_kurtosis,Gz_energy,Mx_min,Mx_max,Mx_sum,Mx_mean,Mx_variance,Mx_stdDev,Mx_range,Mx_skewness,Mx_kurtosis,Mx_energy,My_min,My_max,My_sum,My_mean,My_variance,My_stdDev,My_range,My_skewness,My_kurtosis,My_energy,Mz_min,Mz_max,Mz_sum,Mz_mean,Mz_variance,Mz_stdDev,Mz_range,Mz_skewness,Mz_kurtosis,Mz_energy
1.828,101.9718,1.01972,0.08917,0.29862,2.67786,0.00745,2.64488,1.129,-1.22717,1.89062,-20.57483,-0.20575,0.08475,0.29112,3.1178,-0.00578,3.00845,0.12708,-0.93945,0.98926,-21.69604,-0.21696,0.02971,0.17235,1.92871,-0.00263,5.56492,0.07678,-184.08203,198.36426,-123.10791,-1.23108,2497.7688,49.97768,382.44629,30719.66016,4.25986,2499.28491,-185.85205,270.1416,-59.08203,-0.59082,1043.43018,32.30217,455.99365,8821.67578,3.72937,1043.77954,-195.67871,190.73486,450.8667,4.50867,4961.98437,70.44135,386.41357,-44482.34375,2.37226,4982.31445,-128.14941,40.82031,1696.31348,16.96313,30.46653,5.51965,168.96973,116.51002,3.6209,318.21442,0.0,293.93311,3572.9126,35.72913,143.6976,11.98739,293.93311,-1127.81702,2.08714,1420.2677,-26.37939,189.18457,-413.08594,-4.13086,305.99243,17.49264,215.56396,5064.1748,2.0898,323.05646
1.828,100.83789,1.00838,0.08849,0.29748,2.67786,0.00679,2.67097,1.10532,-1.22717,1.89062,-19.21008,-0.1921,0.07902,0.28111,3.1178,-0.00097,2.55542,0.11593,-0.93945,0.98926,-21.44507,-0.21445,0.02883,0.1698,1.92871,-0.00258,5.84178,0.07482,-184.08203,198.36426,-103.33252,-1.03333,2485.51929,49.85498,382.44629,29829.9043,4.29388,2486.5874,-185.85205,270.1416,-171.26465,-1.71265,949.09509,30.80739,455.99365,2695.8877,3.50721,952.0285,-195.67871,190.73486,312.74414,3.12744,5052.87402,71.08357,386.41357,-34805.72656,2.32076,5062.65576,-128.14941,40.82031,1702.14844,17.02148,30.14742,5.49067,168.96973,113.0103,3.65726,319.8783,0.0,293.93311,3595.11719,35.95117,139.46637,11.80959,293.93311,-1134.29187,2.17425,1431.95264,-26.37939,189.18457,-453.06396,-4.53064,300.35803,17.33084,215.56396,5208.5083,2.20389,320.8848
1.828,101.20276,1.01203,0.08726,0.2954,2.67786,0.00626,2.71439,1.11146,-1.22717,1.89062,-19.4624,-0.19462,0.07832,0.27985,3.1178,-0.00057,2.59235,0.11619,-0.93945,0.98926,-21.30408,-0.21304,0.02879,0.16966,1.92871,-0.00269,5.87849,0.07417,-184.08203,198.36426,-8.17871,-0.08179,2491.05225,49.91044,382.44629,24904.58594,4.26209,2491.05957,-185.85205,270.1416,-95.27588,-0.95276,984.56055,31.37771,455.99365,2830.11304,3.39587,985.46844,-195.67871,190.73486,443.17627,4.43176,5084.6499,71.30673,386.41357,-48512.11328,2.31107,5104.2915,-128.14941,40.82031,1693.0542,16.93054,29.73483,5.45297,168.96973,117.89506,3.78287,316.37805,0.0,293.93311,3607.75146,36.07751,138.12524,11.75267,293.93311,-1171.18054,2.23764,1439.71167,-26.37939,189.18457,-497.30225,-4.97302,292.26562,17.09578,215.56396,5274.31836,2.32768,316.99667
1.828,101.70068,1.01701,0.08734,0.29553,2.67786,0.00527,2.69579,1.12164,-1.22717,1.89062,-19.26587,-0.19266,0.07826,0.27976,3.1178,-0.00101,2.59668,0.11538,-0.93945,0.98926,-21.70361,-0.21704,0.02844,0.16863,1.92871,-0.00253,5.93631,0.07554,-184.08203,198.36426,-103.88184,-1.03882,2379.46289,48.77974,382.44629,19946.88281,4.46218,2380.54297,-185.85205,270.1416,-105.71289,-1.05713,976.91656,31.25566,455.99365,2714.48437,3.42852,978.03436,-195.67871,190.73486,333.31299,3.33313,5143.47119,71.71799,386.41357,-37333.54688,2.26798,5154.58301,-128.14941,40.82031,1695.58105,16.95581,29.66236,5.44632,168.96973,115.83998,3.78735,317.16183,0.0,293.93311,3628.49121,36.28491,134.60884,11.60211,293.93311,-1189.01306,2.34049,1451.20325,-26.37939,189.18457,-539.63623,-5.39636,285.3024,16.8909,215.56396,5365.52246,2.46515,314.42316
1.828,101.13489,1.01135,0.08964,0.29939,2.67786,0.00562,2.64404,1.11246,-1.22717,1.89062,-18.63525,-0.18635,0.08048,0.28369,3.1178,-0.0013,2.54929,0.1152,-0.93945,0.98926,-21.5791,-0.21579,0.02816,0.16781,1.92871,-0.00259,6.05781,0.07473,-184.08203,198.36426,-63.90381,-0.63904,2376.20581,48.74634,382.44629,17274.68945,4.46867,2376.6145,-185.85205,270.1416,-97.90039,-0.979,978.24866,31.27697,455.99365,2503.58984,3.41858,979.2074,-195.67871,190.73486,388.18359,3.88184,5124.94531,71.58872,386.41357,-44902.89844,2.28638,5140.01416,-128.14941,40.82031,1704.27246,17.04272,28.88026,5.37404,168.96973,115.12729,3.87375,319.33469,0.0,293.93311,3655.52979,36.5553,128.5421,11.33764,293.93311,-1144.23596,2.41639,1464.83142,-26.37939,189.18457,-577.06299,-5.77063,281.00418,16.76318,215.56396,5515.37256,2.60259,314.30438
1.828,101.66626,1.01666,0.08788,0.29645,2.67786,0.00501,2.69158,1.12148,-1.22717,1.89062,-19.01453,-0.19015,0.0787,0.28053,3.1178,-0.00116,2.61059,0.11485,-0.93945,0.98926,-21.58215,-0.21582,0.02816,0.16782,1.92871,-0.00259,6.05563,0.07474,-184.08203,198.36426,-44.92188,-0.44922,2385.15967,48.8381,382.44629,16252.84473,4.43498,2385.36182,-185.85205,270.1416,-41.38184,-0.41382,1002.35522,31.65999,455.99365,2046.93896,3.31114,1002.52686,-195.67871,190.73486,467.40723,4.67407,5161.78076,71.84554,386.41357,-54599.55859,2.26561,5183.62988,-128.14941,40.82031,1693.77441,16.93774,27.69061,5.26219,168.96973,111.03258,4.09059,314.57776,0.0,293.93311,3670.44678,36.70447,126.85689,11.26308,293.93311,-1178.80737,2.50576,1474.07434,-26.37939,189.18457,-622.43652,-6.22437,270.31638,16.4413,215.56396,5468.28125,2.75777,309.05917
1.828,102.20215,1.02202,0.08884,0.29805,2.67786,0.00411,2.64095,1.13336,-1.22717,1.89062,-18.60681,-0.18607,0.07986,0.2826,3.1178,-0.00171,2.56122,0.11449,-0.93945,0.98926,-21.81958,-0.2182,0.02844,0.16865,1.92871,-0.00244,5.92072,0.07605,-184.08203,198.36426,-193.90869,-1.93909,2455.89453,49.55698,382.44629,16286.04395,4.3426,2459.65503,-185.85205,270.1416,-174.43848,-1.74438,1045.44934,32.33341,455.99365,-801.25616,3.41642,1048.49255,-195.67871,190.73486,329.04053,3.29041,5233.18506,72.34076,386.41357,-42410.39453,2.22283,5244.01318,-128.14941,40.82031,1707.48291,17.07483,26.43002,5.14101,168.96973,115.03759,4.15556,317.97977,0.0,293.93311,3694.72656,36.94727,120.88618,10.99483,293.93311,-1123.13232,2.59194,1485.98608,-26.37939,189.18457,-660.66895,-6.60669,262.75983,16.20987,215.56396,5522.27832,2.93904,306.40829
1.828,101.77246,1.01772,0.08729,0.29545,2.67786,0.00462,2.71335,1.12305,-1.22717,1.89062,-18.25806,-0.18258,0.08181,0.28602,3.1178,-0.00164,2.50717,0.11514,-0.93945,0.98926,-21.8197,-0.2182,0.02844,0.16865,1.92871,-0.00244,5.9206,0.07605,-184.08203,198.36426,-65.7959,-0.65796,2340.60132,48.37976,382.44629,20106.57617,4.50606,2341.03491,-185.85205,270.1416,-86.54785,-0.86548,1005.68591,31.71255,455.99365,-459.00632,3.50207,1006.4353,-195.67871,190.73486,542.11426,5.42114,5437.13818,73.73695,386.41357,-37690.48438,2.25891,5466.52881,-128.14941,40.82031,1712.87842,17.12878,26.20874,5.11945,168.96973,111.85062,4.18299,319.60397,0.0,293.93311,3716.07666,37.16077,115.69996,10.75639,293.93311,-1080.08679,2.69723,1496.62219,-26.37939,189.18457,-700.84229,-7.00842,253.68582,15.92752,215.56396,5517.69922,3.14117,302.80389
1.828,101.93054,1.01931,0.08742,0.29566,2.67786,0.00423,2.70201,1.1264,-1.22717,1.89062,-18.44458,-0.18445,0.08157,0.28561,3.1178,-0.00122,2.51903,0.11559,-0.93945,0.98926,-21.32434,-0.21324,0.02942,0.17152,1.92871,-0.00242,5.74995,0.07489,-184.08203,198.36426,-64.7583,-0.64758,2341.47827,48.38882,382.44629,20089.27539,4.50311,2341.89819,-185.85205,270.1416,42.05322,0.42053,1137.88916,33.73261,455.99365,10915.50098,4.09838,1138.06628,-195.67871,190.73486,470.21484,4.70215,5309.95703,72.86945,386.41357,-43901.68359,2.28203,5332.06836,-128.14941,40.82031,1703.97949,17.03979,24.98567,4.99857,168.96973,104.31522,4.40157,315.34024,0.0,293.93311,3723.59619,37.23596,113.96458,10.67542,293.93311,-1074.89185,2.76559,1500.48096,-26.37939,189.18457,-739.79492,-7.39795,242.74377,15.58024,215.56396,5429.49121,3.36138,297.4736
1.828,101.63318,1.01633,0.0873,0.29547,2.67786,0.00494,2.71559,1.12023,-1.22717,1.89062,-17.73206,-0.17732,0.08064,0.28397,3.1178,-0.00195,2.54698,0.11208,-0.93945,0.98926,-21.46069,-0.21461,0.02967,0.17225,1.92871,-0.00234,5.64589,0.07573,-184.08203,198.36426,-83.6792,-0.83679,2331.15088,48.28199,382.44629,20975.68945,4.54278,2331.85132,-185.85205,270.1416,19.34814,0.19348,1140.02405,33.76424,455.99365,11646.98828,4.09143,1140.06177,-195.67871,190.73486,294.92187,2.94922,5471.65869,73.97066,386.41357,-40204.25781,2.24523,5480.35645,-128.14941,40.82031,1717.04102,17.17041,23.7795,4.87642,168.96973,108.68526,4.48816,318.60245,0.0,293.93311,3749.46289,37.49463,107.30552,10.35884,293.93311,-988.90961,2.82716,1513.15222,-26.37939,189.18457,-772.24121,-7.72241,236.97447,15.39398,215.56396,5500.64258,3.58304,296.61017
1.828,102.07263,1.02073,0.08715,0.29521,2.67786,0.004,2.71279,1.12903,-1.22717,1.89062,-17.64526,-0.17645,0.0811,0.28479,3.1178,-0.00198,2.5293,0.11224,-0.93945,0.98926,-21.5033,-0.21503,0.02973,0.17243,1.92871,-0.00231,5.61816,0.07597,-184.08203,198.36426,-39.36768,-0.39368,2316.7124,48.13224,382.44629,18456.6875,4.589,2316.86792,-185.85205,270.1416,2.19727,0.02197,1139.0249,33.74944,455.99365,12216.32617,4.10479,1139.02551,-195.67871,190.73486,623.7793,6.23779,5500.85742,74.16776,386.41357,-5232.05762,2.28354,5539.76953,-128.14941,40.82031,1712.20703,17.12207,23.46158,4.84372,168.96973,110.26025,4.62984,316.62686,0.0,293.93311,3771.66748,37.71667,102.74557,10.13635,293.93311,-961.27203,2.96817,1525.2926,-26.37939,189.18457,-815.85693,-8.15857,225.59151,15.0197,215.56396,5373.0498,3.85128,292.15381
1.828,102.026,1.02026,0.08684,0.29469,2.67786,0.00397,2.72413,1.12777,-1.22717,1.89062,-17.57825,-0.17578,0.08096,0.28453,3.1178,-0.00211,2.53877,0.11186,-0.93945,0.98926,-21.32581,-0.21326,0.02948,0.1717,1.92871,-0.00243,5.72726,0.07496,-184.08203,198.36426,-111.99951,-1.12,2317.47534,48.14016,382.44629,22547.13281,4.59744,2318.72974,-185.85205,270.1416,11.04736,0.11047,1138.91016,33.74774,455.99365,11915.77148,4.10232,1138.92285,-195.67871,190.73486,552.36816,5.52368,5402.47119,73.5015,386.41357,-4629.4585,2.3264,5432.98389,-128.14941,40.82031,1708.11768,17.08118,23.12259,4.8086,168.96973,110.83928,4.77333,314.88919,0.0,293.93311,3792.34619,37.92346,98.61478,9.9305,293.93311,-939.73846,3.12735,1536.80322,-26.37939,189.18457,-855.57861,-8.55579,215.54828,14.68156,215.56396,5288.78125,4.16126,288.74991
1.828,101.2876,1.01288,0.0861,0.29342,2.67786,0.00483,2.76113,1.11201,-1.22717,1.89062,-16.9657,-0.16966,0.08169,0.28582,3.1178,-0.00297,2.5241,0.11047,-0.93945,0.98926,-21.30005,-0.213,0.02943,0.17155,1.92871,-0.00245,5.74827,0.0748,-184.08203,198.36426,-115.35645,-1.15356,2319.21167,48.1582,382.44629,22713.09961,4.59156,2320.54297,-185.85205,270.1416,-42.78564,-0.42786,1158.97961,34.04379,455.99365,12820.18652,4.01333,1159.16284,-195.67871,190.73486,485.71777,4.85718,5521.50586,74.30684,386.41357,-10392.24512,2.29745,5545.09814,-128.14941,40.82031,1718.67676,17.18677,22.26128,4.71819,168.96973,111.86337,4.90025,317.64627,0.0,293.93311,3819.2627,38.19263,91.78565,9.58048,293.93311,-837.91571,3.16916,1550.46204,-26.37939,189.18457,-883.97217,-8.83972,210.89333,14.52217,215.56396,5355.94385,4.42666,289.03409
1.828,102.29956,1.023,0.08258,0.28736,2.67786,0.00577,2.67469,1.1291,-1.22717,1.89062,-16.84631,-0.16846,0.08254,0.2873,3.1178,-0.00281,2.5068,0.11092,-0.93945,0.98926,-21.04285,-0.21043,0.0307,0.17523,1.92871,-0.00216,5.51676,0.07498,-184.08203,198.36426,-145.1416,-1.45142,2357.84912,48.55769,382.44629,20977.66406,4.50855,2359.95605,-185.85205,270.1416,-146.42334,-1.46423,1262.14905,35.52674,455.99365,6098.62549,4.07725,1264.29333,-195.67871,190.73486,690.73486,6.90735,5706.48242,75.54126,386.41357,-10862.94238,2.29606,5754.19482,-128.14941,40.82031,1699.93896,16.99939,20.40289,4.51696,168.96973,93.58579,5.01549,309.38217,0.0,293.93311,3826.98975,38.2699,90.7756,9.52762,293.93311,-848.02032,3.25757,1555.36035,-26.37939,189.18457,-925.58594,-9.25586,199.67006,14.13047,215.56396,5205.06543,4.81269,285.34109
1.828,102.97083,1.02971,0.08607,0.29337,2.67786,0.00619,2.61027,1.14637,-1.22717,1.89062,-16.40918,-0.16409,0.08318,0.28842,3.1178,-0.00361,2.4861,0.11011,-0.93945,0.98926,-21.75696,-0.21757,0.03218,0.17938,1.92871,-0.00263,5.35002,0.07952,-184.08203,198.36426,-104.12598,-1.04126,2390.26416,48.89033,382.44629,20150.28906,4.40368,2391.34839,-185.85205,270.1416,-180.54199,-1.80542,1227.36035,35.0337,455.99365,4613.05078,4.18303,1230.62024,-195.67871,190.73486,612.24365,6.12244,5718.33936,75.61971,386.41357,1245.14685,2.28725,5755.82373,-128.14941,40.82031,1705.17578,17.05176,20.38981,4.51551,168.96973,90.7429,4.97506,311.15225,0.0,293.93311,3842.32178,38.42322,86.40228,9.29528,293.93311,-786.19971,3.35566,1562.74561,-26.37939,189.18457,-958.08105,-9.58081,190.35994,13.7971,215.56396,5109.33984,5.23889,282.15186
1.828,102.30078,1.02301,0.08779,0.29629,2.67786,0.00686,2.58912,1.13433,-1.22717,1.89062,-15.82935,-0.15829,0.08378,0.28945,3.1178,-0.00453,2.47901,0.10884,-0.93945,0.98926,-21.80847,-0.21808,0.03223,0.17953,1.92871,-0.00258,5.32776,0.07979,-184.08203,198.36426,-88.98926,-0.88989,2383.70117,48.82316,382.44629,19288.43945,4.42464,2384.49341,-185.85205,270.1416,-171.69189,-1.71692,1226.15466,35.01649,455.99365,4301.40479,4.19011,1229.10242,-195.67871,190.73486,620.84961,6.2085,5713.00732,75.58444,386.41357,18.81679,2.29119,5751.55322,-128.14941,40.82031,1716.78467,17.16785,20.01815,4.47416,168.96973,88.50974,4.99043,314.75311,0.0,293.93311,3867.27295,38.67273,80.42126,8.96779,293.93311,-702.27789,3.43473,1576.00098,-26.37939,189.18457,-991.61377,-9.91614,182.8438,13.52197,215.56396,5076.44824,5.69995,281.17352
1.828,102.65735,1.02657,0.08516,0.29182,2.67786,0.0075,2.61557,1.13901,-1.22717,1.89062,-16.0719,-0.16072,0.08232,0.28691,3.1178,-0.00462,2.51576,0.10815,-0.93945,0.98926,-21.74597,-0.21746,0.03227,0.17963,1.92871,-0.00264,5.32292,0.07955,-184.08203,198.36426,-119.2627,-1.19263,2371.02368,48.69316,382.44629,20980.0293,4.47341,2372.44629,-185.85205,270.1416,-96.25244,-0.96252,1241.16052,35.23011,455.99365,2806.50708,4.11208,1242.08691,-195.67871,190.73486,661.13281,6.61133,5703.31885,75.52032,386.41357,-6541.33301,2.29882,5747.02881,-128.14941,40.82031,1709.53369,17.09534,18.36547,4.28549,168.96973,63.4801,4.59285,310.61603,0.0,293.93311,3875.75684,38.75757,79.38968,8.91009,293.93311,-711.68109,3.54465,1581.53845,-26.37939,189.18457,-1026.44043,-10.2644,171.44087,13.09354,215.56396,4875.92773,6.27609,276.79895
1.828,102.8042,1.02804,0.08502,0.29158,2.67786,0.00715,2.61787,1.14189,-1.22717,1.89062,-15.36841,-0.15368,0.08334,0.28869,3.1178,-0.00539,2.51267,0.10696,-0.93945,0.98926,-22.06555,-0.22066,0.03284,0.18122,1.92871,-0.00249,5.14352,0.08153,-184.08203,198.36426,-138.73291,-1.38733,2374.36011,48.72741,382.44629,22304.61328,4.46404,2376.28467,-185.85205,270.1416,-129.76074,-1.29761,1231.13831,35.08758,455.99365,3730.28198,4.17552,1232.82239,-195.67871,190.73486,471.80176,4.71802,5811.66992,76.23431,386.41357,4545.06104,2.27641,5833.92871,-128.14941,40.82031,1717.11426,17.17114,18.83545,4.33998,168.96973,62.52433,4.37616,313.68362,0.0,293.93311,3898.31543,38.98315,74.03497,8.60436,293.93311,-639.57263,3.66345,1593.72107,-26.37939,189.18457,-1059.30176,-10.59302,162.84595,12.76111,215.56396,4783.39648,6.90967,275.05801
1.828,102.2395,1.0224,0.08621,0.29362,2.67786,0.00796,2.59799,1.1315,-1.22717,1.89062,-14.94824,-0.14948,0.08633,0.29383,3.1178,-0.00468,2.49013,0.10868,-0.93945,0.98926,-22.03455,-0.22035,0.03274,0.18093,1.92871,-0.00249,5.17374,0.08129,-184.08203,198.36426,44.37256,0.44373,2178.05103,46.66959,382.44629,40932.01172,4.32486,2178.24829,-185.85205,270.1416,-98.38867,-0.98389,1214.35254,34.84756,455.99365,3330.24194,4.26686,1215.32104,-195.67871,190.73486,521.30127,5.21301,5798.26318,76.14632,386.41357,-3499.78564,2.28628,5825.43945,-128.14941,40.82031,1725.47607,17.25476,18.87509,4.34455,168.96973,59.26997,4.30453,316.60187,0.0,293.93311,3927.06299,39.27063,69.36226,8.3284,293.93311,-585.05554,3.79051,1611.54443,-26.37939,189.18457,-1096.66748,-10.96667,152.59608,12.35298,215.56396,4618.90771,7.69802,272.86404
1.828,102.18457,1.02185,0.08627,0.29372,2.67786,0.00809,2.59676,1.13044,-1.22717,1.89062,-15.40747,-0.15407,0.0855,0.29241,3.1178,-0.00385,2.51431,0.10924,-0.93945,0.98926,-21.76782,-0.21768,0.03272,0.18088,1.92871,-0.00271,5.20506,0.0801,-184.08203,198.36426,33.75244,0.33752,2173.66113,46.62254,382.44629,41486.17578,4.34521,2173.77563,-185.85205,270.1416,-61.15723,-0.61157,1228.21765,35.04594,455.99365,2482.39624,4.18094,1228.59192,-195.67871,190.73486,506.71387,5.06714,5779.08057,76.02026,386.41357,-2866.27051,2.2964,5804.75684,-128.14941,40.82031,1721.20361,17.21204,18.322,4.28042,168.96973,56.08897,4.44462,314.57623,0.0,293.93311,3942.13867,39.42139,67.3316,8.20558,293.93311,-586.88745,4.00902,1621.3772,-26.37939,189.18457,-1140.39307,-11.40393,137.25258,11.71548,215.56396,4196.22949,8.64474,267.30228
1.828,102.16382,1.02164,0.08632,0.2938,2.67786,0.00814,2.59513,1.13006,-1.22717,1.89062,-15.06897,-0.15069,0.08585,0.29301,3.1178,-0.00459,2.50449,0.10856,-0.93945,0.98926,-22.0426,-0.22043,0.03274,0.18094,1.92871,-0.00249,5.17235,0.08133,-184.08203,198.36426,-37.10938,-0.37109,2180.51416,46.69598,382.44629,45175.17578,4.34745,2180.65259,-185.85205,270.1416,-101.50146,-1.01501,1228.57104,35.05098,455.99365,3804.77124,4.18208,1229.60156,-195.67871,190.73486,373.10791,3.73108,5867.24414,76.59794,386.41357,10148.88477,2.2569,5881.16602,-128.14941,40.82031,1732.04346,17.32043,17.79417,4.21831,168.96973,55.32818,4.51825,317.79166,0.0,293.93311,3963.00049,39.63,62.78109,7.92345,293.93311,-530.46271,4.20371,1633.31812,-26.37939,189.18457,-1183.41064,-11.83411,122.66667,11.0755,215.56396,3794.03125,9.8258,262.71277
1.828,102.18188,1.02182,0.08638,0.29391,2.67786,0.00811,2.59109,1.13049,-1.22717,1.89062,-14.8783,-0.14878,0.08601,0.29327,3.1178,-0.00506,2.5008,0.10815,-0.93945,0.98926,-22.27454,-0.22275,0.03318,0.18215,1.92871,-0.00235,5.03339,0.0828,-184.08203,198.36426,117.49268,1.17493,2266.55566,47.60836,382.44629,47690.92969,4.19379,2267.93677,-185.85205,270.1416,-56.7627,-0.56763,1212.37646,34.8192,455.99365,2830.20239,4.27227,1212.69885,-195.67871,190.73486,574.46289,5.74463,5862.79004,76.56886,386.41357,-4865.00146,2.25708,5895.79053,-128.14941,40.82031,1731.84814,17.31848,17.79721,4.21867,168.96973,55.42892,4.51808,317.72705,0.0,293.93311,3983.43506,39.83435,59.50907,7.71421,293.93311,-507.32272,4.48716,1646.28442,-26.37939,189.18457,-1235.68115,-12.35681,104.03679,10.19984,215.56396,3116.79126,10.88352,256.72766
1.828,102.56628,1.02566,0.08876,0.29792,2.67786,0.00834,2.51808,1.14074,-1.22717,1.89062,-14.74304,-0.14743,0.08568,0.29272,3.1178,-0.00534,2.522,0.10742,-0.93945,0.98926,-22.1814,-0.22181,0.03322,0.18227,1.92871,-0.00244,5.02852,0.08242,-184.08203,198.36426,15.19775,0.15198,2267.16333,47.61474,382.44629,51971.5,4.23183,2267.18774,-185.85205,270.1416,-66.34521,-0.66345,1212.89612,34.82666,455.99365,3174.49536,4.26942,1213.33643,-195.67871,190.73486,548.0957,5.48096,5834.85107,76.3862,386.41357,-2504.69507,2.27374,5864.89111,-128.14941,40.82031,1726.0498,17.2605,17.15574,4.14195,168.96973,52.65905,4.73486,315.08057,0.0,293.93311,4008.30078,40.08301,57.7794,7.60128,293.93311,-503.61356,4.73777,1664.42676,-26.37939,189.18457,-1283.23975,-12.8324,88.0514,9.38357,215.56396,2581.94873,12.39737,252.72188
1.828,101.86951,1.0187,0.09083,0.30138,2.67786,0.00891,2.50568,1.12857,-1.22717,1.89062,-13.8894,-0.13889,0.08469,0.29101,3.1178,-0.00588,2.55685,0.10398,-0.93945,0.98926,-22.18542,-0.22185,0.03322,0.18226,1.92871,-0.00244,5.02968,0.08244,-184.08203,198.36426,-47.54639,-0.47546,2293.92187,47.89491,382.44629,54790.91406,4.17377,2294.14795,-185.85205,270.1416,-63.90381,-0.63904,1213.17822,34.83071,455.99365,3088.12842,4.26724,1213.58667,-195.67871,190.73486,387.3291,3.87329,5946.04932,77.11063,386.41357,9749.40137,2.23831,5961.05273,-128.14941,40.82031,1731.50635,17.31506,16.54332,4.06735,168.96973,55.46207,4.87455,316.3548,0.0,293.93311,4043.34717,40.43347,52.49632,7.24543,293.93311,-394.25134,4.57294,1687.36169,-26.37939,189.18457,-1326.45264,-13.26453,76.29941,8.73495,215.56396,2247.06567,14.59663,252.24712
1.828,102.1123,1.02112,0.0897,0.2995,2.67786,0.00869,2.53929,1.13239,-1.22717,1.89062,-14.00354,-0.14004,0.08461,0.29087,3.1178,-0.0056,2.55803,0.10422,-0.93945,0.98926,-22.06555,-0.22066,0.03335,0.18261,1.92871,-0.00254,5.00343,0.08203,-184.08203,198.36426,-15.07568,-0.15076,2299.31714,47.95119,382.44629,52706.53516,4.14168,2299.34058,-185.85205,270.1416,-33.81348,-0.33813,1214.55591,34.85048,455.99365,2065.19409,4.25589,1214.67029,-195.67871,190.73486,551.08643,5.51086,5890.80322,76.75157,386.41357,-6950.87305,2.25798,5921.17236,-128.14941,40.82031,1718.09082,17.18091,16.18453,4.023,168.96973,55.29274,5.0784,311.36819,0.0,293.93311,4077.94189,40.77942,53.1764,7.29221,293.93311,-344.58771,4.78185,1716.13721,-26.37939,189.18457,-1372.96143,-13.72961,60.70173,7.79113,215.56396,1698.83582,17.10047,249.20406
1.828,102.62341,1.02623,0.09409,0.30675,2.67786,0.01045,2.5338,1.14725,-1.22717,1.89062,-14.12476,-0.14125,0.08523,0.29195,3.1178,-0.00554,2.529,0.10518,-0.93945,0.98926,-22.11035,-0.2211,0.03339,0.18274,1.92871,-0.0025,4.98535,0.08228,-184.08203,198.36426,79.3457,0.79346,2306.14526,48.02234,382.44629,48325.07813,4.08707,2306.7749,-185.85205,270.1416,-24.78027,-0.2478,1219.08557,34.91541,455.99365,1907.65137,4.2278,1219.14722,-195.67871,190.73486,375.61035,3.7561,5825.34375,76.32394,386.41357,8549.63965,2.27815,5839.45312,-128.14941,40.82031,1720.78857,17.20789,16.43938,4.05455,168.96973,55.82722,4.94549,312.55075,0.0,293.93311,4123.55957,41.2356,55.46133,7.44724,293.93311,-173.04204,5.33148,1755.83557,-26.37939,189.18457,-1405.60303,-14.05603,46.10146,6.78981,215.56396,1174.39966,19.99902,243.67348
1.828,101.20288,1.01203,0.09129,0.30214,2.67786,0.00682,2.40495,1.11549,-1.22717,1.89062,-13.71936,-0.13719,0.08616,0.29353,3.1178,-0.00625,2.50134,0.10498,-0.93945,0.98926,-21.94043,-0.2194,0.03328,0.18242,1.92871,-0.00265,5.03483,0.08141,-184.08203,198.36426,40.40527,0.40405,2292.16089,47.87652,382.44629,50486.71875,4.148,2292.32422,-185.85205,270.1416,-12.69531,-0.12695,1217.69971,34.89555,455.99365,1482.25232,4.23675,1217.71631,-195.67871,190.73486,338.13477,3.38135,5866.17383,76.59095,386.41357,11654.33594,2.25486,5877.60645,-128.14941,40.82031,1712.45117,17.12451,18.91404,4.34903,168.96973,3.71091,7.05127,312.16299,0.0,293.93311,4177.01416,41.77014,58.44447,7.6449,293.93311,129.92596,6.07558,1803.18909,-26.37939,189.18457,-1443.17627,-14.43176,30.57257,5.52925,215.56396,603.66528,20.99123,238.84837
1.828,101.56763,1.01568,0.08992,0.29986,2.67786,0.00633,2.44377,1.12152,-1.22717,1.89062,-14.3446,-0.14345,0.08825,0.29708,3.1178,-0.00576,2.43235,0.10883,-0.93945,0.98926,-21.56396,-0.21564,0.0348,0.18656,1.92871,-0.00244,4.82736,0.08131,-184.08203,198.36426,165.03906,1.65039,2445.69653,49.45398,382.44629,60654.35547,3.9913,2448.4209,-185.85205,270.1416,37.53662,0.37537,1181.67334,34.37548,455.99365,1929.09937,4.39767,1181.81433,-195.67871,190.73486,345.52002,3.4552,5869.51318,76.61275,386.41357,10468.58203,2.2523,5881.45068,-128.14941,40.82031,1694.0918,16.94092,18.49863,4.301,168.96973,-2.16023,7.16554,305.49338,0.0,293.93311,4230.62744,42.30627,66.10465,8.13048,293.93311,497.07361,7.29276,1855.92529,-26.37939,189.18457,-1469.66553,-14.69666,18.90528,4.34802,215.56396,191.44366,12.9598,234.89697
