Seq,Ax_min,Ax_max,Ax_sum,Ax_mean,Ax_variance,Ax_stdDev,Ax_range,Ax_skewness,Ax_kurtosis,Ax_energy,Ay_min,Ay_max,Ay_sum,Ay_mean,Ay_variance,Ay_stdDev,Ay_range,Ay_skewness,Ay_kurtosis,Ay_energy,Az_min,Az_max,Az_sum,Az_mean,Az_variance,Az_stdDev,Az_range,Az_skewness,Az_kurtosis,Az_energy,Gx_min,Gx_max,Gx_sum,Gx_mean,Gx_variance,Gx_stdDev,Gx_range,Gx_skewness,Gx_kurtosis,Gx_energy,Gy_min,Gy_max,Gy_sum,Gy_mean,Gy_variance,Gy_stdDev,Gy_range,Gy_skewness,Gy_kurtosis,Gy_energy,Gz_min,Gz_max,Gz_sum,Gz_mean,Gz_variance,Gz_stdDev,Gz_range,Gz_skewness,Gz_kurtosis,Gz_energy,Mx_min,Mx_max,Mx_sum,Mx_mean,Mx_variance,Mx_stdDev,Mx_range,Mx_skewness,Mx_kurtosis,Mx_energy,My_min,My_max,My_sum,My_mean,My_variance,My_stdDev,My_range,My_skewness,My_kurtosis,My_energy,Mz_min,Mz_max,Mz_sum,Mz_mean,Mz_variance,Mz_stdDev,Mz_range,Mz_skewness,Mz_kurtosis,Mz_energy
0.0,-0.03162,0.0,-2.5293,-0.02529,1e-05,0.00229,0.03162,0.0,18.48265,0.00064,0.0,0.00659,0.44189,0.00442,0.0,0.00069,0.00659,0.0,3.07376,2e-05,0.0,0.96899,96.34595,0.96346,1e-05,0.00338,0.96899,-0.0,12.05609,0.92827,0.0,1.2207,105.59082,1.05591,0.00853,0.09236,1.2207,-0.00022,2.859,1.12347,0.0,2.92969,273.68164,2.73682,0.0084,0.09164,2.92969,-0.00013,2.69283,7.49856,0.0,1.95312,170.53223,1.70532,0.00878,0.09369,1.95312,0.0001,2.91951,2.9169,-20.73975,0.0,-1988.58643,-19.88586,0.1202,0.34669,20.73975,-0.00376,2.69945,395.56769,0.0,30.87158,3024.59717,30.24597,0.11108,0.33329,30.87158,-0.0087,2.57607,914.92993,0.0,8.76465,733.74023,7.3374,0.37128,0.60933,8.76465,0.04784,2.3796,54.20876
1.0,-0.03162,0.0,-2.526,-0.02526,1e-05,0.00225,0.03162,0.0,19.62868,0.00064,0.0,0.00659,0.44385,0.00444,0.0,0.0007,0.00659,0.0,3.00815,2e-05,0.0,0.96899,96.3667,0.96367,1e-05,0.00288,0.96899,-0.0,8.77974,0.92866,0.0,1.2207,105.52979,1.0553,0.00844,0.09188,1.2207,-0.00021,2.89687,1.12209,0.0,2.92969,273.55957,2.7356,0.00822,0.09069,2.92969,-0.00012,2.75357,7.4917,0.0,1.95312,170.59326,1.70593,0.00889,0.09431,1.95312,0.0001,2.87007,2.9191,-20.73975,0.0,-1988.64746,-19.88647,0.11998,0.34638,20.73975,-0.0036,2.70762,395.59171,0.0,30.87158,3024.69482,30.24695,0.11056,0.33251,30.87158,-0.00881,2.59692,914.98853,0.0,8.76465,731.92139,7.31921,0.37387,0.61145,8.76465,0.05286,2.40377,53.94478
2.0,-0.03162,0.0,-2.52832,-0.02528,0.0,0.00224,0.03162,0.0,20.10463,0.00064,0.0,0.00659,0.44348,0.00443,0.0,0.00071,0.00659,0.0,2.97738,2e-05,0.0,0.96899,96.38049,0.9638,1e-05,0.00252,0.96899,-0.0,6.10574,0.92893,0.0,1.2207,105.34668,1.05347,0.00817,0.09037,1.2207,-0.00021,2.95654,1.11796,0.0,2.92969,273.62061,2.73621,0.00835,0.09137,2.92969,-0.00012,2.71687,7.49517,0.0,1.95312,170.6543,1.70654,0.00886,0.09413,1.95312,8e-05,2.88779,2.92115,-20.73975,0.0,-1988.87939,-19.88879,0.11977,0.34608,20.73975,-0.00281,2.71457,395.68375,0.0,30.87158,3024.69482,30.24695,0.11056,0.33251,30.87158,-0.00881,2.59692,914.98853,0.0,8.76465,731.9458,7.31946,0.3737,0.61131,8.76465,0.05267,2.4053,53.94818
3.0,-0.03162,0.0,-2.5293,-0.02529,0.0,0.00223,0.03162,0.0,20.32345,0.00064,0.0,0.00659,0.44202,0.00442,0.0,0.0007,0.00659,0.0,3.01345,2e-05,0.0,0.96899,96.39124,0.96391,1e-05,0.00231,0.96899,-0.0,5.21167,0.92913,0.0,1.2207,105.40771,1.05408,0.00826,0.09088,1.2207,-0.00021,2.9165,1.11934,0.0,2.92969,273.68164,2.73682,0.00832,0.09123,2.92969,-0.00013,2.73664,7.49848,0.0,1.95312,170.77637,1.70776,0.00916,0.09572,1.95312,0.00011,2.83209,2.92562,-20.73975,0.0,-1988.96484,-19.88965,0.11898,0.34494,20.73975,-0.00305,2.72602,395.71695,0.0,30.87158,3024.56055,30.24561,0.11126,0.33356,30.87158,-0.00865,2.56878,914.90802,0.0,8.76465,731.87256,7.31873,0.37513,0.61248,8.76465,0.05142,2.40728,53.93888
4.0,-0.03162,0.0,-2.53064,-0.02531,0.0,0.00223,0.03162,0.0,20.56565,0.00065,0.0,0.00659,0.4425,0.00443,0.0,0.00071,0.00659,0.0,2.95604,2e-05,0.0,0.96899,96.39905,0.96399,0.0,0.0022,0.96899,-0.0,5.40971,0.92928,0.0,1.2207,105.52979,1.0553,0.00852,0.09228,1.2207,-0.0002,2.86181,1.12217,0.0,2.92969,273.62061,2.73621,0.0085,0.09218,2.92969,-0.00016,2.72322,7.49532,0.0,1.95312,170.71533,1.70715,0.00912,0.09552,1.95312,0.00013,2.85805,2.9235,-20.73975,0.0,-1988.76953,-19.8877,0.1178,0.34322,20.73975,-0.00319,2.76552,395.63809,0.0,30.87158,3024.86572,30.24866,0.11057,0.33251,30.87158,-0.00947,2.60615,915.09198,0.0,8.76465,731.23779,7.31238,0.39129,0.62553,8.76465,0.02721,2.58247,53.86217
5.0,-0.03162,0.0,-2.53357,-0.02534,0.0,0.00221,0.03162,0.0,21.19948,0.00065,0.0,0.00659,0.44189,0.00442,0.0,0.00071,0.00659,0.0,2.98441,2e-05,0.0,0.96899,96.40308,0.96403,0.0,0.00216,0.96899,-0.0,5.76175,0.92936,0.0,1.2207,105.59082,1.05591,0.00868,0.09317,1.2207,-0.00018,2.84376,1.12362,0.0,2.92969,273.92578,2.73926,0.00874,0.09348,2.92969,-0.00015,2.75604,7.51227,0.0,1.95312,170.95947,1.70959,0.00913,0.09553,1.95312,9e-05,2.84436,2.93184,-20.73975,0.0,-1987.78076,-19.87781,0.12222,0.3496,20.73975,-0.00286,2.75124,395.2493,0.0,30.87158,3024.67041,30.2467,0.11237,0.33522,30.87158,-0.01009,2.58091,914.97565,0.0,8.76465,730.79834,7.30798,0.39438,0.628,8.76465,0.03055,2.55222,53.80101
6.0,-0.03162,0.0,-2.52686,-0.02527,0.0,0.00215,0.03162,0.0,23.09197,0.00064,0.0,0.00659,0.44153,0.00442,0.0,0.00071,0.00659,0.0,2.98233,2e-05,0.0,0.96899,96.40979,0.9641,0.0,0.00213,0.96899,-0.0,6.02116,0.92949,0.0,1.2207,105.46875,1.05469,0.00872,0.0934,1.2207,-0.00016,2.80935,1.12109,0.0,2.92969,273.86475,2.73865,0.00877,0.09363,2.92969,-0.00013,2.73507,7.50895,0.0,1.95312,170.8374,1.70837,0.00898,0.09475,1.95312,0.00011,2.91822,2.92752,-20.73975,0.0,-1986.52344,-19.86523,0.11619,0.34087,20.73975,-0.00022,2.64585,394.74362,0.0,30.87158,3024.32861,30.24329,0.11143,0.33381,30.87158,-0.00924,2.60689,914.76788,0.0,8.76465,730.00488,7.30005,0.40985,0.6402,8.76465,0.01626,2.57156,53.70057
7.0,-0.03162,0.0,-2.52625,-0.02526,0.0,0.00214,0.03162,0.0,23.21336,0.00064,0.0,0.00659,0.44299,0.00443,0.0,0.00071,0.00659,0.0,2.99599,2e-05,0.0,0.96899,96.41626,0.96416,0.0,0.00208,0.96899,-0.0,6.45367,0.92961,0.0,1.2207,105.59082,1.05591,0.00883,0.09396,1.2207,-0.00018,2.76809,1.12377,0.0,2.92969,273.80371,2.73804,0.00872,0.09337,2.92969,-0.00012,2.75769,7.50556,0.0,1.95312,170.89844,1.70898,0.00887,0.09416,1.95312,0.00011,2.96236,2.92949,-20.73975,0.0,-1986.08398,-19.86084,0.1146,0.33853,20.73975,-0.0011,2.70105,394.5675,0.0,30.87158,3023.69385,30.23694,0.11441,0.33825,30.87158,-0.00878,2.5263,914.38702,0.0,8.76465,730.33447,7.30334,0.41117,0.64122,8.76465,0.01268,2.55505,53.75001
8.0,-0.03162,0.0,-2.5293,-0.02529,0.0,0.00215,0.03162,0.0,22.98825,0.00064,0.0,0.00659,0.44275,0.00443,0.0,0.00071,0.00659,0.0,2.99706,2e-05,0.0,0.96899,96.42163,0.96422,0.0,0.00201,0.96899,-0.0,7.00524,0.92972,0.0,1.2207,105.46875,1.05469,0.00887,0.09419,1.2207,-0.00015,2.73545,1.12124,0.0,2.92969,273.80371,2.73804,0.00872,0.09337,2.92969,-0.00012,2.75769,7.50556,0.0,1.95312,170.77637,1.70776,0.00916,0.09572,1.95312,8e-05,2.90985,2.92562,-20.73975,0.0,-1985.99854,-19.85999,0.11497,0.33907,20.73975,-0.00127,2.68686,394.53394,0.0,30.87158,3023.71826,30.23718,0.11435,0.33816,30.87158,-0.00885,2.52946,914.40161,0.0,8.76465,731.09131,7.31091,0.41032,0.64056,8.76465,0.00451,2.56263,53.85977
9.0,-0.03162,0.0,-2.53149,-0.02531,0.0,0.00215,0.03162,0.0,23.33815,0.00065,0.0,0.00659,0.44177,0.00442,0.0,0.00071,0.00659,0.0,2.94289,2e-05,0.0,0.96899,96.42603,0.96426,0.0,0.00198,0.96899,-0.0,7.44764,0.9298,0.0,1.2207,105.52979,1.0553,0.00881,0.09388,1.2207,-0.00016,2.77194,1.12247,0.0,2.92969,273.98682,2.73987,0.00863,0.09292,2.92969,-0.00015,2.80486,7.51551,0.0,1.95312,170.6543,1.70654,0.00916,0.0957,1.95312,0.00011,2.918,2.92145,-20.73975,0.0,-1985.64453,-19.85645,0.1156,0.34,20.73975,-0.0023,2.66327,394.39398,0.0,30.87158,3023.80371,30.23804,0.1144,0.33824,30.87158,-0.00914,2.52959,914.45337,0.0,8.76465,731.39648,7.31396,0.40871,0.63931,8.76465,0.00146,2.58079,53.9028
10.0,-0.03162,0.0,-2.53235,-0.02532,0.0,0.00214,0.03162,0.0,23.57369,0.00065,0.0,0.00659,0.44092,0.00441,0.0,0.00071,0.00659,0.0,3.00285,2e-05,0.0,0.96899,96.42896,0.96429,0.0,0.00196,0.96899,-0.0,7.69335,0.92986,0.0,1.2207,105.52979,1.0553,0.00881,0.09388,1.2207,-0.00016,2.77194,1.12247,0.0,2.92969,273.98682,2.73987,0.00863,0.09292,2.92969,-0.00015,2.80486,7.51551,0.0,1.95312,170.6543,1.70654,0.00916,0.0957,1.95312,0.00011,2.918,2.92145,-20.73975,0.0,-1986.36475,-19.86365,0.11763,0.34298,20.73975,-0.00115,2.61235,394.68204,0.0,30.87158,3023.01025,30.2301,0.11639,0.34117,30.87158,-0.00802,2.47456,913.97552,0.0,8.76465,730.83496,7.30835,0.40665,0.63769,8.76465,0.00732,2.60486,53.81862
11.0,-0.03162,0.0,-2.53271,-0.02533,0.0,0.00214,0.03162,0.0,23.57589,0.00065,0.0,0.00659,0.44031,0.0044,0.0,0.00071,0.00659,0.0,3.05095,2e-05,0.0,0.96899,96.42871,0.96429,0.0,0.00197,0.96899,-0.0,7.65439,0.92985,0.0,1.2207,105.52979,1.0553,0.00881,0.09388,1.2207,-0.00016,2.77194,1.12247,0.0,2.92969,274.04785,2.74048,0.00853,0.09236,2.92969,-0.00015,2.85534,7.51875,0.0,1.95312,170.71533,1.70715,0.00912,0.09552,1.95312,0.0001,2.93568,2.9235,-20.73975,0.0,-1986.19385,-19.86194,0.11747,0.34274,20.73975,-0.00173,2.61997,394.61401,0.0,30.87158,3022.32666,30.22327,0.11792,0.3434,30.87158,-0.00667,2.42477,913.56372,0.0,8.76465,730.2124,7.30212,0.40557,0.63685,8.76465,0.01416,2.61892,53.72659
12.0,-0.03162,0.0,-2.53369,-0.02534,0.0,0.00214,0.03162,0.0,23.69333,0.00065,0.0,0.00659,0.43933,0.00439,0.0,0.0007,0.00659,0.0,3.13542,2e-05,0.0,0.96899,96.43372,0.96434,0.0,0.00196,0.96899,-0.0,7.76899,0.92995,0.0,1.2207,105.40771,1.05408,0.00856,0.09251,1.2207,-0.00018,2.82601,1.11964,0.0,2.92969,273.92578,2.73926,0.00851,0.09227,2.92969,-0.00013,2.85524,7.51204,0.0,1.95312,170.77637,1.70776,0.00909,0.09533,1.95312,8e-05,2.95438,2.92554,-20.73975,0.0,-1986.2915,-19.86292,0.11766,0.34302,20.73975,-0.00141,2.61149,394.65302,0.0,30.87158,3022.64404,30.22644,0.11823,0.34385,30.87158,-0.00769,2.41988,913.75616,0.0,8.76465,730.05371,7.30054,0.40575,0.63699,8.76465,0.01607,2.61721,53.70359
13.0,-0.03162,0.0,-2.53455,-0.02535,0.0,0.00214,0.03162,0.0,23.87366,0.00065,0.0,0.00659,0.43933,0.00439,0.0,0.0007,0.00659,0.0,3.13542,2e-05,0.0,0.96899,96.4353,0.96435,0.0,0.00194,0.96899,-0.0,8.0581,0.92998,0.0,1.2207,105.40771,1.05408,0.00856,0.09251,1.2207,-0.00018,2.82601,1.11964,0.0,2.92969,273.92578,2.73926,0.00851,0.09227,2.92969,-0.00013,2.85524,7.51204,0.0,1.95312,170.77637,1.70776,0.00909,0.09533,1.95312,8e-05,2.95438,2.92554,-20.73975,0.0,-1986.32813,-19.86328,0.11768,0.34305,20.73975,-0.00128,2.61044,394.66757,0.0,30.87158,3022.75391,30.22754,0.11784,0.34328,30.87158,-0.00797,2.43658,913.82202,0.0,8.76465,730.15137,7.30151,0.40487,0.63629,8.76465,0.01548,2.62605,53.71697
14.0,-0.03162,0.0,-2.53357,-0.02534,0.0,0.00214,0.03162,0.0,23.65586,0.00065,0.0,0.00659,0.44031,0.0044,0.0,0.0007,0.00659,0.0,3.07057,2e-05,0.0,0.96899,96.44006,0.9644,0.0,0.00196,0.96899,-0.0,7.99569,0.93007,0.0,1.2207,105.10254,1.05103,0.00883,0.09399,1.2207,-0.00019,2.80327,1.11349,0.0,2.92969,274.04785,2.74048,0.00838,0.09155,2.92969,-0.00014,2.93043,7.5186,0.0,1.95312,170.77637,1.70776,0.00909,0.09533,1.95312,8e-05,2.95438,2.92555,-20.73975,0.0,-1986.53564,-19.86536,0.11936,0.34549,20.73975,-0.00159,2.57789,394.75171,0.0,30.87158,3022.54639,30.22546,0.11655,0.3414,30.87158,-0.00786,2.46559,913.69537,0.0,8.76465,731.00586,7.31006,0.40018,0.63259,8.76465,0.00866,2.6703,53.83714
15.0,-0.03162,0.0,-2.5354,-0.02535,0.0,0.00215,0.03162,0.0,23.53952,0.00065,0.0,0.00659,0.44116,0.00441,0.0,0.0007,0.00659,0.0,3.09282,2e-05,0.0,0.96899,96.4436,0.96444,0.0,0.00195,0.96899,-0.0,8.20974,0.93014,0.0,1.2207,104.98047,1.0498,0.00887,0.09416,1.2207,-0.00016,2.77593,1.11096,0.0,2.92969,274.04785,2.74048,0.00838,0.09155,2.92969,-0.00014,2.93043,7.5186,0.0,1.95312,170.41016,1.7041,0.00907,0.09521,1.95312,6e-05,2.96352,2.91303,-20.73975,0.0,-1986.70654,-19.86707,0.1201,0.34655,20.73975,-0.00122,2.55128,394.82034,0.0,30.87158,3022.61963,30.2262,0.11659,0.34145,30.87158,-0.00812,2.46588,913.73975,0.0,8.76465,730.24902,7.30249,0.39935,0.63194,8.76465,0.01658,2.68224,53.72572
16.0,-0.03162,0.0,-2.53577,-0.02536,0.0,0.00215,0.03162,0.0,23.55329,0.00065,0.0,0.00659,0.44189,0.00442,0.0,0.0007,0.00659,0.0,3.10606,2e-05,0.0,0.96899,96.4436,0.96444,0.0,0.00195,0.96899,-0.0,8.20974,0.93014,0.0,1.2207,104.91943,1.04919,0.00884,0.09404,1.2207,-0.00014,2.78478,1.10965,0.0,2.92969,273.98682,2.73987,0.00841,0.09171,2.92969,-0.00013,2.90657,7.51529,0.0,1.95312,170.28809,1.70288,0.0092,0.09592,1.95312,8e-05,2.90261,2.909,-20.73975,0.0,-1986.91406,-19.86914,0.11893,0.34486,20.73975,-0.001,2.58615,394.90167,0.0,30.87158,3023.48633,30.23486,0.1149,0.33897,30.87158,-0.00925,2.51126,914.26221,0.0,8.76465,730.79834,7.30798,0.40392,0.63554,8.76465,0.01323,2.63381,53.81054
17.0,-0.03162,0.0,-2.53674,-0.02537,0.0,0.00215,0.03162,0.0,23.53091,0.00065,0.0,0.00659,0.44128,0.00441,0.0,0.0007,0.00659,0.0,3.10288,2e-05,0.0,0.96899,96.44434,0.96444,0.0,0.00194,0.96899,-0.0,8.28531,0.93016,0.0,1.2207,105.0415,1.05042,0.00911,0.09546,1.2207,-0.00013,2.73325,1.11248,0.0,2.92969,273.98682,2.73987,0.00841,0.09171,2.92969,-0.00013,2.90657,7.51529,0.0,1.95312,170.10498,1.70105,0.00929,0.09637,1.95312,0.00011,2.87487,2.90286,-20.73975,0.0,-1987.13379,-19.87134,0.11888,0.3448,20.73975,-0.00024,2.58748,394.98895,0.0,30.87158,3022.47314,30.22473,0.11661,0.34149,30.87158,-0.00855,2.47793,913.65125,0.0,8.76465,732.1167,7.32117,0.3958,0.62913,8.76465,0.00688,2.68472,53.99529
18.0,-0.03162,0.0,-2.53601,-0.02536,0.0,0.00215,0.03162,0.0,23.4028,0.00065,0.0,0.00659,0.4408,0.00441,0.0,0.0007,0.00659,0.0,3.13682,2e-05,0.0,0.96899,96.44653,0.96447,0.0,0.00194,0.96899,-0.0,8.4927,0.9302,0.0,1.2207,104.8584,1.04858,0.00882,0.09391,1.2207,-0.00013,2.79456,1.10835,0.0,2.92969,273.92578,2.73926,0.00829,0.09105,2.92969,-0.00013,2.94966,7.51182,0.0,1.95312,169.98291,1.69983,0.00912,0.09549,1.95312,0.00012,2.95479,2.89854,-20.73975,0.0,-1986.74316,-19.86743,0.11943,0.34558,20.73975,-0.00143,2.56818,394.83429,0.0,30.87158,3021.66748,30.21667,0.1136,0.33704,30.87158,-0.00792,2.49847,913.16125,0.0,8.76465,731.66504,7.31665,0.39305,0.62694,8.76465,0.01074,2.71833,53.92644
19.0,-0.03162,0.0,-2.53467,-0.02535,0.0,0.00215,0.03162,0.0,23.55067,0.00065,0.0,0.00659,0.44189,0.00442,0.0,0.00069,0.00659,0.0,3.20593,2e-05,0.0,0.96899,96.44922,0.96449,0.0,0.00194,0.96899,-0.0,8.53372,0.93025,0.0,1.2207,104.91943,1.04919,0.00892,0.09443,1.2207,-0.00013,2.75567,1.10973,0.0,2.92969,273.98682,2.73987,0.00826,0.0909,2.92969,-0.00014,2.97387,7.51514,0.0,1.95312,169.98291,1.69983,0.00912,0.09549,1.95312,0.00012,2.95479,2.89854,-20.73975,0.0,-1987.74414,-19.87744,0.117,0.34205,20.73975,-0.00083,2.57852,395.22968,0.0,30.87158,3021.43555,30.21436,0.11126,0.33356,30.87158,-0.00893,2.49743,913.01874,0.0,8.76465,732.97119,7.32971,0.40089,0.63316,8.76465,0.00429,2.66099,54.12558
20.0,-0.03162,0.0,-2.53418,-0.02534,0.0,0.00214,0.03162,0.0,23.60017,0.00065,0.0,0.00659,0.44226,0.00442,0.0,0.00069,0.00659,0.0,3.21989,2e-05,0.0,0.96899,96.44983,0.9645,0.0,0.00193,0.96899,-0.0,8.65256,0.93026,0.0,1.2207,104.79736,1.04797,0.00865,0.09299,1.2207,-0.00015,2.80549,1.1069,0.0,2.92969,273.98682,2.73987,0.00826,0.0909,2.92969,-0.00014,2.97387,7.51514,0.0,1.95312,169.98291,1.69983,0.00912,0.09549,1.95312,0.00012,2.95479,2.89854,-20.73975,0.0,-1988.48877,-19.88489,0.1186,0.34439,20.73975,0.00051,2.54311,395.52737,0.0,30.95703,3022.24121,30.22241,0.11667,0.34158,30.95703,-0.00765,2.50941,913.51099,0.0,8.76465,732.04346,7.32043,0.39525,0.62869,8.76465,0.01079,2.71711,53.984
21.0,-0.03162,0.0,-2.53345,-0.02533,0.0,0.00214,0.03162,0.0,23.63938,0.00065,0.0,0.00659,0.44275,0.00443,0.0,0.00069,0.00659,0.0,3.15692,2e-05,0.0,0.96899,96.45239,0.96452,0.0,0.00193,0.96899,-0.0,8.68671,0.93031,0.0,1.2207,104.73633,1.04736,0.00877,0.09365,1.2207,-0.00015,2.75819,1.10574,0.0,2.92969,274.04785,2.74048,0.00816,0.09032,2.92969,-0.00015,3.0299,7.51838,0.0,1.95312,169.86084,1.69861,0.00909,0.09536,1.95312,0.00015,2.97612,2.89436,-20.73975,0.0,-1988.61084,-19.88611,0.11771,0.34309,20.73975,0.00044,2.56426,395.57504,0.0,30.95703,3021.67969,30.2168,0.11346,0.33685,30.95703,-0.00753,2.56012,913.16846,0.0,8.76465,731.68945,7.31689,0.3949,0.62841,8.76465,0.01485,2.72283,53.93185
22.0,-0.03162,0.0,-2.53406,-0.02534,0.0,0.00214,0.03162,0.0,23.69068,0.00065,0.0,0.00659,0.44092,0.00441,0.0,0.00071,0.00659,0.0,3.1308,2e-05,0.0,0.96899,96.45276,0.96453,0.0,0.00193,0.96899,-0.0,8.70867,0.93032,0.0,1.2207,104.67529,1.04675,0.00882,0.09391,1.2207,-0.00014,2.72632,1.10451,0.0,2.92969,274.35303,2.74353,0.00763,0.08734,2.92969,-8e-05,2.92701,7.53458,0.0,1.95312,169.73877,1.69739,0.00922,0.096,1.95312,0.00017,2.92485,2.89034,-20.73975,0.0,-1988.58643,-19.88586,0.1178,0.34322,20.73975,0.00038,2.56076,395.56543,0.0,30.95703,3021.30127,30.21301,0.11279,0.33584,30.95703,-0.00648,2.57784,912.93915,0.0,8.76465,732.78809,7.32788,0.38207,0.61812,8.76465,0.01661,2.79106,54.0799
23.0,-0.03162,0.0,-2.53369,-0.02534,0.0,0.00214,0.03162,0.0,23.61407,0.00065,0.0,0.00659,0.43994,0.0044,0.0,0.00072,0.00659,0.0,3.05999,2e-05,0.0,0.96899,96.45447,0.96454,0.0,0.00194,0.96899,-0.0,8.63391,0.93035,0.0,1.2207,104.61426,1.04614,0.00872,0.09337,1.2207,-0.00014,2.7647,1.10313,0.0,2.92969,274.35303,2.74353,0.00763,0.08734,2.92969,-8e-05,2.92701,7.53458,0.0,1.95312,169.7998,1.698,0.00927,0.09627,1.95312,0.00016,2.89126,2.89246,-20.73975,0.0,-1987.62207,-19.87622,0.11572,0.34017,20.73975,-0.00042,2.57789,395.17993,0.0,30.95703,3020.93506,30.20935,0.10974,0.33127,30.95703,-0.00728,2.60999,912.71478,0.0,8.76465,733.1665,7.33167,0.37598,0.61317,8.76465,0.0198,2.82135,54.12929
24.0,-0.03162,0.0,-2.53247,-0.02532,0.0,0.00215,0.03162,0.0,23.1764,0.00065,0.0,0.00659,0.44031,0.0044,0.0,0.00072,0.00659,0.0,3.08857,2e-05,0.0,0.96899,96.45593,0.96456,0.0,0.00193,0.96899,-0.0,8.83935,0.93038,0.0,1.2207,104.55322,1.04553,0.00862,0.09283,1.2207,-0.00014,2.8043,1.10175,0.0,2.92969,274.29199,2.74292,0.00766,0.08753,2.92969,-7e-05,2.90061,7.53127,0.0,1.95312,169.6167,1.69617,0.00911,0.09546,1.95312,0.00018,2.96753,2.88609,-20.73975,0.0,-1988.09814,-19.88098,0.11374,0.33726,20.73975,0.00034,2.63763,395.36719,0.0,30.95703,3020.21484,30.20215,0.10921,0.33046,30.95703,-0.00588,2.608,912.27911,0.0,8.76465,733.8501,7.3385,0.37933,0.6159,8.76465,0.01409,2.77668,54.23293
25.0,-0.03162,0.0,-2.52429,-0.02524,1e-05,0.00229,0.03162,0.0,19.01296,0.00064,0.0,0.00659,0.44153,0.00442,0.0,0.00072,0.00659,0.0,3.0074,2e-05,0.0,0.96899,96.45935,0.96459,0.0,0.00193,0.96899,-0.0,8.96549,0.93044,0.0,1.2207,104.49219,1.04492,0.00866,0.09308,1.2207,-0.00012,2.773,1.10053,0.0,2.92969,274.10889,2.74109,0.00776,0.08807,2.92969,-4e-05,2.85199,7.52132,0.0,1.95312,169.55566,1.69556,0.00913,0.09557,1.95312,0.0002,2.95993,2.88405,-20.73975,0.0,-1988.13477,-19.88135,0.11363,0.33709,20.73975,0.00044,2.64267,395.38159,0.0,30.95703,3020.34912,30.20349,0.10945,0.33083,30.95703,-0.00628,2.59984,912.3606,0.0,8.76465,734.26514,7.34265,0.37737,0.61431,8.76465,0.01025,2.80146,54.2919
26.0,-0.03162,0.0,-2.52625,-0.02526,1e-05,0.00231,0.03162,0.0,18.50401,0.00064,0.0,0.00659,0.44043,0.0044,0.0,0.00073,0.00659,0.0,2.97922,2e-05,0.0,0.96899,96.45984,0.9646,0.0,0.00192,0.96899,-0.0,9.03461,0.93045,0.0,1.2207,104.49219,1.04492,0.00866,0.09308,1.2207,-0.00012,2.773,1.10053,0.0,2.92969,274.04785,2.74048,0.00786,0.08866,2.92969,-4e-05,2.80292,7.51808,0.0,1.95312,169.6167,1.69617,0.00911,0.09546,1.95312,0.00018,2.96753,2.88609,-20.73975,0.0,-1988.95264,-19.88953,0.11332,0.33664,20.73975,0.00185,2.6518,395.70657,0.0,30.95703,3020.6665,30.20667,0.11011,0.33183,30.95703,-0.00714,2.57948,912.55298,0.0,8.76465,735.0708,7.35071,0.3837,0.61943,8.76465,0.00609,2.73525,54.4166
27.0,-0.25,0.0,-2.75232,-0.02752,0.00051,0.02248,0.25,-0.00011,95.95413,0.00126,0.0,0.01514,0.45117,0.00451,0.0,0.00129,0.01514,0.0,46.12161,2e-05,0.0,0.96899,96.4585,0.96458,0.0,0.00192,0.96899,-0.0,9.05186,0.93043,0.0,1.2207,104.37012,1.0437,0.00883,0.09396,1.2207,-0.00011,2.69802,1.09814,0.0,2.92969,274.10889,2.74109,0.0079,0.08891,2.92969,-5e-05,2.77665,7.52147,0.0,4.27246,172.18018,1.7218,0.07483,0.27354,4.27246,0.16541,75.6446,3.03943,-20.73975,0.0,-1989.24561,-19.89246,0.11544,0.33976,20.73975,0.00165,2.60518,395.82523,0.0,30.95703,3020.97168,30.20972,0.11323,0.3365,30.95703,-0.0057,2.58372,912.74054,0.0,8.76465,735.94971,7.3595,0.39131,0.62555,8.76465,0.00251,2.66672,54.5535
28.0,-0.25,0.57263,-2.15271,-0.02153,0.00407,0.06381,0.82263,0.00198,76.83492,0.00453,-0.0127,0.01514,0.43359,0.00434,0.0,0.00214,0.02783,-0.0,46.3097,2e-05,0.0,1.51721,97.0083,0.97008,0.00303,0.05502,1.51721,0.00164,97.77663,0.94409,0.0,88.68408,192.0166,1.92017,76.049,8.72061,88.68408,6530.87793,97.98735,79.73604,0.0,69.33594,340.75928,3.40759,43.91238,6.62664,69.33594,2865.2981,97.97498,55.52407,-144.83643,4.27246,25.57373,0.25574,212.7186,14.58488,149.10889,-30540.80664,97.94124,212.784,-20.73975,0.0,-1981.72607,-19.81726,0.69282,0.83236,20.73975,4.29839,68.18259,393.41663,0.0,30.95703,3014.00146,30.14001,0.53087,0.72861,30.95703,-2.66171,61.38789,908.95154,0.0,8.76465,733.23975,7.3324,0.46593,0.68259,8.76465,-0.16648,4.40468,54.22998
